"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Rab11b.1",0,-0.487401701731308,0.085,0.431,0,"Myonuclei (Type IIx)","Rab11b"
"Cdc42se2.5",0,-0.487433027922528,0.021,0.312,0,"Myonuclei (Type IIx)","Cdc42se2"
"Trib1.9",0,-0.487610515343046,0.099,0.36,0,"Myonuclei (Type IIx)","Trib1"
"Csf2rb.15",0,-0.487844912158302,0.002,0.196,0,"Myonuclei (Type IIx)","Csf2rb"
"Mbd2.5",0,-0.487929745216705,0.043,0.33,0,"Myonuclei (Type IIx)","Mbd2"
"Hbegf.13",0,-0.488044346024166,0.022,0.146,0,"Myonuclei (Type IIx)","Hbegf"
"Chka.4",0,-0.488045213679285,0.044,0.276,0,"Myonuclei (Type IIx)","Chka"
"Serbp1.4",0,-0.488236823931896,0.334,0.693,0,"Myonuclei (Type IIx)","Serbp1"
"C1ra.16",0,-0.488303446349348,0.003,0.175,0,"Myonuclei (Type IIx)","C1ra"
"Fam32a.1",0,-0.488389443025103,0.023,0.327,0,"Myonuclei (Type IIx)","Fam32a"
"Taf10.3",0,-0.488870840794844,0.064,0.391,0,"Myonuclei (Type IIx)","Taf10"
"Snrpb2.3",0,-0.488966771461095,0.041,0.366,0,"Myonuclei (Type IIx)","Snrpb2"
"Adam8.14",0,-0.489766719500175,0.005,0.18,0,"Myonuclei (Type IIx)","Adam8"
"Atraid.9",0,-0.489768932799468,0.086,0.423,0,"Myonuclei (Type IIx)","Atraid"
"Ccdc23.2",0,-0.490291933150452,0.046,0.356,0,"Myonuclei (Type IIx)","Ccdc23"
"Lat2.14",0,-0.490722335841842,0.013,0.227,0,"Myonuclei (Type IIx)","Lat2"
"Fkbp7.10",0,-0.491576777863844,0.004,0.221,0,"Myonuclei (Type IIx)","Fkbp7"
"Gm2000.5",0,-0.491736946847612,0.023,0.23,0,"Myonuclei (Type IIx)","Gm2000"
"Snx2.11",0,-0.492783277004425,0.074,0.389,0,"Myonuclei (Type IIx)","Snx2"
"Cyth4.14",0,-0.493267453079344,0.006,0.24,0,"Myonuclei (Type IIx)","Cyth4"
"Nav1.7",0,-0.493902225961881,0.022,0.287,0,"Myonuclei (Type IIx)","Nav1"
"Tax1bp3.7",0,-0.49479172877074,0.01,0.294,0,"Myonuclei (Type IIx)","Tax1bp3"
"Rab18.10",0,-0.495047450153939,0.093,0.431,0,"Myonuclei (Type IIx)","Rab18"
"Selt",0,-0.495163911034357,0.06,0.402,0,"Myonuclei (Type IIx)","Selt"
"Ssu72.2",0,-0.495211420468485,0.09,0.431,0,"Myonuclei (Type IIx)","Ssu72"
"Rasip1.15",0,-0.495283042788285,0.009,0.109,0,"Myonuclei (Type IIx)","Rasip1"
"Etf1.4",0,-0.496120791174867,0.121,0.454,0,"Myonuclei (Type IIx)","Etf1"
"P2rx4.12",0,-0.49623879764338,0.013,0.285,0,"Myonuclei (Type IIx)","P2rx4"
"Gng2.14",0,-0.496255327920997,0.008,0.264,0,"Myonuclei (Type IIx)","Gng2"
"Sap18.3",0,-0.496256218806163,0.056,0.329,0,"Myonuclei (Type IIx)","Sap18"
"Ski.6",0,-0.49646926850889,0.03,0.337,0,"Myonuclei (Type IIx)","Ski"
"Prcp.12",0,-0.496716255585415,0.003,0.27,0,"Myonuclei (Type IIx)","Prcp"
"Ccdc80.16",0,-0.496876186761238,0.033,0.167,0,"Myonuclei (Type IIx)","Ccdc80"
"Lbp.16",0,-0.497281282581471,0.003,0.152,0,"Myonuclei (Type IIx)","Lbp"
"Antxr2.9",0,-0.497333213412356,0.005,0.256,0,"Myonuclei (Type IIx)","Antxr2"
"Skap2.13",0,-0.497980438474987,0.009,0.288,0,"Myonuclei (Type IIx)","Skap2"
"Ddit4.8",0,-0.49842247022006,0.007,0.173,0,"Myonuclei (Type IIx)","Ddit4"
"Pls3.12",0,-0.49848641514123,0.014,0.219,0,"Myonuclei (Type IIx)","Pls3"
"Eif1b.2",0,-0.498639036726722,0.079,0.42,0,"Myonuclei (Type IIx)","Eif1b"
"Prnp.16",0,-0.498832120788987,0.045,0.26,0,"Myonuclei (Type IIx)","Prnp"
"Gda.12",0,-0.499123034895103,0.003,0.193,0,"Myonuclei (Type IIx)","Gda"
"Tmem189.8",0,-0.499645871960104,0.02,0.287,0,"Myonuclei (Type IIx)","Tmem189"
"Pirb.17",0,-0.501043300481842,0.002,0.23,0,"Myonuclei (Type IIx)","Pirb"
"Lsm4.4",0,-0.501062050109754,0.092,0.442,0,"Myonuclei (Type IIx)","Lsm4"
"Ccnd3.5",0,-0.501117479019109,0.02,0.283,0,"Myonuclei (Type IIx)","Ccnd3"
"Ncf4.13",0,-0.501404584580052,0.002,0.228,0,"Myonuclei (Type IIx)","Ncf4"
"Rrad.11",0,-0.501425828587956,0.021,0.163,0,"Myonuclei (Type IIx)","Rrad"
"Arid5b.12",0,-0.501785773951778,0.065,0.305,0,"Myonuclei (Type IIx)","Arid5b"
"Ubald2.7",0,-0.502445727410026,0.056,0.338,0,"Myonuclei (Type IIx)","Ubald2"
"Sntb2.9",0,-0.50269478054083,0.009,0.259,0,"Myonuclei (Type IIx)","Sntb2"
"Igfbp3.12",0,-0.502753446894226,0.002,0.105,0,"Myonuclei (Type IIx)","Igfbp3"
"Smco4.13",0,-0.503150719805753,0.02,0.179,0,"Myonuclei (Type IIx)","Smco4"
"Col5a3.14",0,-0.503425557984843,0.043,0.184,0,"Myonuclei (Type IIx)","Col5a3"
"Eif3d.3",0,-0.50354182613448,0.054,0.375,0,"Myonuclei (Type IIx)","Eif3d"
"Capn2.4",0,-0.503576507765194,0.058,0.377,0,"Myonuclei (Type IIx)","Capn2"
"Wipf1.5",0,-0.503647524625291,0.006,0.308,0,"Myonuclei (Type IIx)","Wipf1"
"Zbp1.13",0,-0.503708633684916,0.001,0.214,0,"Myonuclei (Type IIx)","Zbp1"
"Pak2.1",0,-0.503788176460314,0.074,0.427,0,"Myonuclei (Type IIx)","Pak2"
"H2-Q6.13",0,-0.504138130451319,0.002,0.149,0,"Myonuclei (Type IIx)","H2-Q6"
"Atp6v1e1.4",0,-0.504362716813846,0.1,0.432,0,"Myonuclei (Type IIx)","Atp6v1e1"
"Cdk4.3",0,-0.505373689971426,0.054,0.372,0,"Myonuclei (Type IIx)","Cdk4"
"Plekho2.7",0,-0.505424033940915,0.003,0.28,0,"Myonuclei (Type IIx)","Plekho2"
"Tceb1",0,-0.506257099365975,0.137,0.531,0,"Myonuclei (Type IIx)","Tceb1"
"Camk1.9",0,-0.506262611354835,0.051,0.355,0,"Myonuclei (Type IIx)","Camk1"
"Tax1bp1.1",0,-0.506324561522303,0.184,0.553,0,"Myonuclei (Type IIx)","Tax1bp1"
"Chic2.2",0,-0.506599497242187,0.088,0.452,0,"Myonuclei (Type IIx)","Chic2"
"Tmed5.8",0,-0.506651599862302,0.085,0.444,0,"Myonuclei (Type IIx)","Tmed5"
"Atp6v0d1.6",0,-0.506743748024993,0.076,0.41,0,"Myonuclei (Type IIx)","Atp6v0d1"
"Tmbim1.9",0,-0.506808539104909,0.059,0.371,0,"Myonuclei (Type IIx)","Tmbim1"
"Lamtor4.9",0,-0.506837224348919,0.103,0.44,0,"Myonuclei (Type IIx)","Lamtor4"
"Syngr2.11",0,-0.507149656659844,0.064,0.358,0,"Myonuclei (Type IIx)","Syngr2"
"Mxd1.13",0,-0.508069148172957,0.015,0.166,0,"Myonuclei (Type IIx)","Mxd1"
"Mnda.11",0,-0.508105423190414,0.002,0.227,0,"Myonuclei (Type IIx)","Mnda"
"Akap12.16",0,-0.508328826600933,0.002,0.156,0,"Myonuclei (Type IIx)","Akap12"
"Coro1c",0,-0.508337735287841,0.006,0.309,0,"Myonuclei (Type IIx)","Coro1c"
"Lima1.13",0,-0.508659456308673,0.016,0.267,0,"Myonuclei (Type IIx)","Lima1"
"Nucb1.5",0,-0.508731702039728,0.039,0.382,0,"Myonuclei (Type IIx)","Nucb1"
"Eva1b.10",0,-0.509165864378085,0.005,0.251,0,"Myonuclei (Type IIx)","Eva1b"
"Mfge8.15",0,-0.509981492601032,0.065,0.272,0,"Myonuclei (Type IIx)","Mfge8"
"Cacybp.5",0,-0.510065441609937,0.074,0.385,0,"Myonuclei (Type IIx)","Cacybp"
"Tceal8.9",0,-0.510260681687731,0.023,0.306,0,"Myonuclei (Type IIx)","Tceal8"
"Procr.14",0,-0.510480572216811,0.002,0.119,0,"Myonuclei (Type IIx)","Procr"
"Cebpa.15",0,-0.51049709474468,0.002,0.246,0,"Myonuclei (Type IIx)","Cebpa"
"Eid1.5",0,-0.51053229631909,0.041,0.352,0,"Myonuclei (Type IIx)","Eid1"
"Acp5.12",0,-0.510860259256633,0.001,0.176,0,"Myonuclei (Type IIx)","Acp5"
"Tmem88.15",0,-0.51187777857006,0.005,0.164,0,"Myonuclei (Type IIx)","Tmem88"
"Med28",0,-0.511950053451238,0.071,0.418,0,"Myonuclei (Type IIx)","Med28"
"Cd84.14",0,-0.512456166052671,0.003,0.225,0,"Myonuclei (Type IIx)","Cd84"
"Sept2.5",0,-0.513287373465972,0.066,0.411,0,"Myonuclei (Type IIx)","Sept2"
"Lamtor2.2",0,-0.514235433067697,0.104,0.479,0,"Myonuclei (Type IIx)","Lamtor2"
"Pold4.6",0,-0.51431675591506,0.049,0.365,0,"Myonuclei (Type IIx)","Pold4"
"Tma7.7",0,-0.514640228350772,0.163,0.635,0,"Myonuclei (Type IIx)","Tma7"
"Bud31",0,-0.514665854693507,0.052,0.377,0,"Myonuclei (Type IIx)","Bud31"
"Hmgn1.15",0,-0.514800677986394,0.185,0.487,0,"Myonuclei (Type IIx)","Hmgn1"
"Cnih4.2",0,-0.514842014489337,0.055,0.392,0,"Myonuclei (Type IIx)","Cnih4"
"Meox2.16",0,-0.515288227820451,0.004,0.183,0,"Myonuclei (Type IIx)","Meox2"
"Anxa4.7",0,-0.51706756155791,0.021,0.333,0,"Myonuclei (Type IIx)","Anxa4"
"Sgpl1.10",0,-0.517204137820774,0.01,0.297,0,"Myonuclei (Type IIx)","Sgpl1"
"Cdc37.2",0,-0.517839545083921,0.112,0.481,0,"Myonuclei (Type IIx)","Cdc37"
"Camk2n1.11",0,-0.518033372311814,0.005,0.2,0,"Myonuclei (Type IIx)","Camk2n1"
"Cited2.7",0,-0.518426853683251,0.093,0.349,0,"Myonuclei (Type IIx)","Cited2"
"Itgb5.13",0,-0.51883097267182,0.062,0.369,0,"Myonuclei (Type IIx)","Itgb5"
"Fli1.9",0,-0.518890483965334,0.004,0.226,0,"Myonuclei (Type IIx)","Fli1"
"Gfpt2.16",0,-0.518985396780314,0.004,0.139,0,"Myonuclei (Type IIx)","Gfpt2"
"Scarb1.13",0,-0.519106430997813,0.006,0.188,0,"Myonuclei (Type IIx)","Scarb1"
"Wsb1.4",0,-0.519260965515338,0.136,0.492,0,"Myonuclei (Type IIx)","Wsb1"
"Mob1a.5",0,-0.519636118568258,0.015,0.336,0,"Myonuclei (Type IIx)","Mob1a"
"Psma6.2",0,-0.520196134666506,0.101,0.475,0,"Myonuclei (Type IIx)","Psma6"
"Scp2.5",0,-0.520222691437879,0.135,0.516,0,"Myonuclei (Type IIx)","Scp2"
"Hilpda.7",0,-0.520351839075458,0.013,0.207,0,"Myonuclei (Type IIx)","Hilpda"
"Tmbim4",0,-0.520448407674704,0.055,0.404,0,"Myonuclei (Type IIx)","Tmbim4"
"Il4ra.6",0,-0.520464335718987,0.003,0.268,0,"Myonuclei (Type IIx)","Il4ra"
"Sec11c.13",0,-0.520623224354793,0.073,0.382,0,"Myonuclei (Type IIx)","Sec11c"
"Eif5.3",0,-0.5212307229851,0.293,0.66,0,"Myonuclei (Type IIx)","Eif5"
"Pa2g4.3",0,-0.521294822034872,0.059,0.346,0,"Myonuclei (Type IIx)","Pa2g4"
"2310036O22Rik",0,-0.52173085180369,0.136,0.52,0,"Myonuclei (Type IIx)","2310036O22Rik"
"Kras.5",0,-0.522471011331967,0.05,0.366,0,"Myonuclei (Type IIx)","Kras"
"Apbb1ip.11",0,-0.523303824490405,0.004,0.288,0,"Myonuclei (Type IIx)","Apbb1ip"
"Ccr1.15",0,-0.523838529243468,0.001,0.136,0,"Myonuclei (Type IIx)","Ccr1"
"Gclm.5",0,-0.523843581170139,0.033,0.255,0,"Myonuclei (Type IIx)","Gclm"
"Atp1b3.9",0,-0.524102328987231,0.088,0.448,0,"Myonuclei (Type IIx)","Atp1b3"
"Lamtor5.2",0,-0.524183594121669,0.092,0.464,0,"Myonuclei (Type IIx)","Lamtor5"
"Dctn3",0,-0.525538454108127,0.068,0.426,0,"Myonuclei (Type IIx)","Dctn3"
"Os9.1",0,-0.525542755459392,0.024,0.368,0,"Myonuclei (Type IIx)","Os9"
"Pdcd10.1",0,-0.525642780845805,0.063,0.426,0,"Myonuclei (Type IIx)","Pdcd10"
"Pcolce2.17",0,-0.525983658105038,0.003,0.113,0,"Myonuclei (Type IIx)","Pcolce2"
"Tmed7.1",0,-0.526090136888428,0.038,0.395,0,"Myonuclei (Type IIx)","Tmed7"
"Erp44.1",0,-0.526693500364973,0.032,0.375,0,"Myonuclei (Type IIx)","Erp44"
"Emc7.2",0,-0.526698681307296,0.072,0.461,0,"Myonuclei (Type IIx)","Emc7"
"Klf13.6",0,-0.527318863962426,0.088,0.419,0,"Myonuclei (Type IIx)","Klf13"
"Eif3g.3",0,-0.528359560650512,0.084,0.419,0,"Myonuclei (Type IIx)","Eif3g"
"Ppp1cc.3",0,-0.528507356344377,0.122,0.479,0,"Myonuclei (Type IIx)","Ppp1cc"
"Ppp1r14b.15",0,-0.5285125411519,0.144,0.438,0,"Myonuclei (Type IIx)","Ppp1r14b"
"Lamc1.9",0,-0.528646441134909,0.038,0.257,0,"Myonuclei (Type IIx)","Lamc1"
"Fam105a.14",0,-0.52874169005308,0.001,0.241,0,"Myonuclei (Type IIx)","Fam105a"
"Cfh.12",0,-0.528958153620968,0.003,0.171,0,"Myonuclei (Type IIx)","Cfh"
"Gnai3.2",0,-0.529009304219803,0.022,0.35,0,"Myonuclei (Type IIx)","Gnai3"
"Fscn1.11",0,-0.530024615611239,0.003,0.197,0,"Myonuclei (Type IIx)","Fscn1"
"Abca8a.16",0,-0.530026769439309,0.034,0.171,0,"Myonuclei (Type IIx)","Abca8a"
"Mpp1.14",0,-0.530193268121439,0.022,0.303,0,"Myonuclei (Type IIx)","Mpp1"
"Lox.16",0,-0.530659587366868,0.003,0.127,0,"Myonuclei (Type IIx)","Lox"
"Ccnd2.11",0,-0.531100959035707,0.007,0.201,0,"Myonuclei (Type IIx)","Ccnd2"
"Cmtm3.10",0,-0.531596304070224,0.005,0.324,0,"Myonuclei (Type IIx)","Cmtm3"
"Napsa.15",0,-0.532097884441247,0.001,0.177,0,"Myonuclei (Type IIx)","Napsa"
"Gna13.12",0,-0.532668872399078,0.085,0.419,0,"Myonuclei (Type IIx)","Gna13"
"Ifit3.7",0,-0.533114342619625,0.002,0.15,0,"Myonuclei (Type IIx)","Ifit3"
"Tmem106a.16",0,-0.534080423978508,0.005,0.265,0,"Myonuclei (Type IIx)","Tmem106a"
"Luzp1.11",0,-0.534730907675656,0.028,0.3,0,"Myonuclei (Type IIx)","Luzp1"
"Herpud1.2",0,-0.534927558648382,0.067,0.362,0,"Myonuclei (Type IIx)","Herpud1"
"Sox4.12",0,-0.536018117350735,0.018,0.21,0,"Myonuclei (Type IIx)","Sox4"
"Baz1a.7",0,-0.536464747167171,0.019,0.309,0,"Myonuclei (Type IIx)","Baz1a"
"Cuta.2",0,-0.536611316094272,0.081,0.446,0,"Myonuclei (Type IIx)","Cuta"
"Cd151.13",0,-0.5367165401228,0.037,0.271,0,"Myonuclei (Type IIx)","Cd151"
"Sash1.9",0,-0.536909730878919,0.011,0.309,0,"Myonuclei (Type IIx)","Sash1"
"Tnfsf12.8",0,-0.536954636759677,0.01,0.321,0,"Myonuclei (Type IIx)","Tnfsf12"
"Elk3.13",0,-0.537507113691455,0.004,0.27,0,"Myonuclei (Type IIx)","Elk3"
"Hexim1.6",0,-0.537836783430913,0.022,0.276,0,"Myonuclei (Type IIx)","Hexim1"
"Sbds.3",0,-0.538033632495735,0.051,0.372,0,"Myonuclei (Type IIx)","Sbds"
"Lhfp.15",0,-0.538181361860254,0.002,0.206,0,"Myonuclei (Type IIx)","Lhfp"
"Nop10.5",0,-0.539321085301017,0.111,0.493,0,"Myonuclei (Type IIx)","Nop10"
"Mtpn",0,-0.539346364719794,0.058,0.427,0,"Myonuclei (Type IIx)","Mtpn"
"Cggbp1.1",0,-0.539657334204927,0.046,0.394,0,"Myonuclei (Type IIx)","Cggbp1"
"Cyp4f18.14",0,-0.539746895843063,0.001,0.193,0,"Myonuclei (Type IIx)","Cyp4f18"
"Atp6ap1.5",0,-0.539900322882798,0.076,0.458,0,"Myonuclei (Type IIx)","Atp6ap1"
"Ggh.3",0,-0.540843729119572,0.011,0.348,0,"Myonuclei (Type IIx)","Ggh"
"Sdf2l1.11",0,-0.541052758601958,0.004,0.27,0,"Myonuclei (Type IIx)","Sdf2l1"
"Hspg2.14",0,-0.542500909425776,0.125,0.301,0,"Myonuclei (Type IIx)","Hspg2"
"Ralbp1.5",0,-0.542869357818113,0.084,0.44,0,"Myonuclei (Type IIx)","Ralbp1"
"2700060E02Rik.2",0,-0.543186823598405,0.124,0.538,0,"Myonuclei (Type IIx)","2700060E02Rik"
"Ptgs2.14",0,-0.54334458013532,0.001,0.127,0,"Myonuclei (Type IIx)","Ptgs2"
"Srp14.1",0,-0.544242153216859,0.14,0.596,0,"Myonuclei (Type IIx)","Srp14"
"Thy1.15",0,-0.544518925067198,0.002,0.163,0,"Myonuclei (Type IIx)","Thy1"
"Tgfbr2.7",0,-0.545150548662785,0.021,0.322,0,"Myonuclei (Type IIx)","Tgfbr2"
"Parp14.7",0,-0.545427081914034,0.007,0.246,0,"Myonuclei (Type IIx)","Parp14"
"Tmem160.4",0,-0.545580703462169,0.086,0.446,0,"Myonuclei (Type IIx)","Tmem160"
"Csf1.11",0,-0.546068189973437,0.022,0.198,0,"Myonuclei (Type IIx)","Csf1"
"Serinc1.6",0,-0.547263168332806,0.1,0.5,0,"Myonuclei (Type IIx)","Serinc1"
"Lrrc59.2",0,-0.547322237386646,0.022,0.346,0,"Myonuclei (Type IIx)","Lrrc59"
"Gng12.5",0,-0.547979289970682,0.026,0.365,0,"Myonuclei (Type IIx)","Gng12"
"Coro1b.4",0,-0.548354838743071,0.021,0.352,0,"Myonuclei (Type IIx)","Coro1b"
"0610031J06Rik.4",0,-0.548360397379181,0.026,0.369,0,"Myonuclei (Type IIx)","0610031J06Rik"
"Prkcd.12",0,-0.54923909363328,0.016,0.305,0,"Myonuclei (Type IIx)","Prkcd"
"Spg21.5",0,-0.549429447127398,0.015,0.354,0,"Myonuclei (Type IIx)","Spg21"
"Fcrls.16",0,-0.549570089778654,0.002,0.142,0,"Myonuclei (Type IIx)","Fcrls"
"Arhgap31.11",0,-0.549825559907317,0.041,0.258,0,"Myonuclei (Type IIx)","Arhgap31"
"Rab7.6",0,-0.550045948542793,0.224,0.617,0,"Myonuclei (Type IIx)","Rab7"
"Anxa7.8",0,-0.550371201957798,0.04,0.384,0,"Myonuclei (Type IIx)","Anxa7"
"Rab20.10",0,-0.550524787058517,0.007,0.253,0,"Myonuclei (Type IIx)","Rab20"
"Hpcal1.8",0,-0.551788880618646,0.001,0.314,0,"Myonuclei (Type IIx)","Hpcal1"
"S1pr1.13",0,-0.552262139648685,0.006,0.145,0,"Myonuclei (Type IIx)","S1pr1"
"Magoh.1",0,-0.552356975775246,0.048,0.39,0,"Myonuclei (Type IIx)","Magoh"
"Hsbp1.5",0,-0.552866658841142,0.117,0.541,0,"Myonuclei (Type IIx)","Hsbp1"
"Adamts5.14",0,-0.553155614105551,0.029,0.176,0,"Myonuclei (Type IIx)","Adamts5"
"Smim14.7",0,-0.553642523394941,0.13,0.518,0,"Myonuclei (Type IIx)","Smim14"
"Gabarapl2.5",0,-0.554253491181058,0.125,0.531,0,"Myonuclei (Type IIx)","Gabarapl2"
"Vcan.16",0,-0.554863374569375,0.006,0.167,0,"Myonuclei (Type IIx)","Vcan"
"Mkrn1.12",0,-0.555070249305939,0.026,0.354,0,"Myonuclei (Type IIx)","Mkrn1"
"Tubb4b.8",0,-0.55510376077041,0.101,0.42,0,"Myonuclei (Type IIx)","Tubb4b"
"Apoc2.15",0,-0.555251616636865,0.001,0.179,0,"Myonuclei (Type IIx)","Apoc2"
"Hes1.13",0,-0.555268653093294,0.119,0.27,0,"Myonuclei (Type IIx)","Hes1"
"Tspan4.8",0,-0.556866806300018,0.013,0.304,0,"Myonuclei (Type IIx)","Tspan4"
"Ctnna1.10",0,-0.556868287706323,0.054,0.379,0,"Myonuclei (Type IIx)","Ctnna1"
"Tmco1.3",0,-0.558330455639504,0.041,0.398,0,"Myonuclei (Type IIx)","Tmco1"
"Pid1.11",0,-0.558469417919686,0.008,0.275,0,"Myonuclei (Type IIx)","Pid1"
"Abhd12.16",0,-0.558593717002014,0.022,0.312,0,"Myonuclei (Type IIx)","Abhd12"
"Eif4ebp1.10",0,-0.559402050540589,0.069,0.381,0,"Myonuclei (Type IIx)","Eif4ebp1"
"Gbp2.6",0,-0.559527188748092,0.002,0.187,0,"Myonuclei (Type IIx)","Gbp2"
"1110008F13Rik.5",0,-0.560064012458259,0.102,0.467,0,"Myonuclei (Type IIx)","1110008F13Rik"
"Ube2n.2",0,-0.561387493409893,0.104,0.485,0,"Myonuclei (Type IIx)","Ube2n"
"Ezr.13",0,-0.561910826789849,0.003,0.254,0,"Myonuclei (Type IIx)","Ezr"
"Pxdc1.10",0,-0.562086927382311,0.002,0.206,0,"Myonuclei (Type IIx)","Pxdc1"
"Mgat2.1",0,-0.562613942929517,0.01,0.35,0,"Myonuclei (Type IIx)","Mgat2"
"Limd2.17",0,-0.562625712410096,0.003,0.267,0,"Myonuclei (Type IIx)","Limd2"
"H2afv.5",0,-0.562880917022798,0.077,0.416,0,"Myonuclei (Type IIx)","H2afv"
"Por.11",0,-0.562934061208045,0.037,0.333,0,"Myonuclei (Type IIx)","Por"
"Tap1.10",0,-0.56356010735231,0.002,0.276,0,"Myonuclei (Type IIx)","Tap1"
"Oaf.15",0,-0.563841526218254,0.006,0.208,0,"Myonuclei (Type IIx)","Oaf"
"Tomm22.2",0,-0.564136308539274,0.096,0.483,0,"Myonuclei (Type IIx)","Tomm22"
"Lmo2.9",0,-0.56468961706207,0.008,0.311,0,"Myonuclei (Type IIx)","Lmo2"
"Dusp2.14",0,-0.564734074078296,0.008,0.178,0,"Myonuclei (Type IIx)","Dusp2"
"Tiparp.8",0,-0.564968114618739,0.062,0.357,0,"Myonuclei (Type IIx)","Tiparp"
"Txnrd1.11",0,-0.565069972847911,0.099,0.353,0,"Myonuclei (Type IIx)","Txnrd1"
"Ptpn6.15",0,-0.565201539248198,0.001,0.252,0,"Myonuclei (Type IIx)","Ptpn6"
"Elf1.7",0,-0.565902859969501,0.028,0.34,0,"Myonuclei (Type IIx)","Elf1"
"Ccdc12.4",0,-0.566684627637427,0.086,0.452,0,"Myonuclei (Type IIx)","Ccdc12"
"Tnfaip8.11",0,-0.567754568696629,0.005,0.291,0,"Myonuclei (Type IIx)","Tnfaip8"
"Trim30a.12",0,-0.567947061341811,0.004,0.262,0,"Myonuclei (Type IIx)","Trim30a"
"Wdr89.4",0,-0.568823411510553,0.047,0.357,0,"Myonuclei (Type IIx)","Wdr89"
"Cfp.17",0,-0.569020881728401,0.027,0.231,0,"Myonuclei (Type IIx)","Cfp"
"Dusp5.11",0,-0.569489440090929,0.003,0.235,0,"Myonuclei (Type IIx)","Dusp5"
"Ubl3.4",0,-0.569836344601233,0.095,0.458,0,"Myonuclei (Type IIx)","Ubl3"
"Psma5.3",0,-0.570046199415919,0.087,0.46,0,"Myonuclei (Type IIx)","Psma5"
"Hcls1.17",0,-0.570152208078474,0.003,0.271,0,"Myonuclei (Type IIx)","Hcls1"
"Tgm2.16",0,-0.570594203009669,0.055,0.286,0,"Myonuclei (Type IIx)","Tgm2"
"Syf2.4",0,-0.57081175643316,0.07,0.443,0,"Myonuclei (Type IIx)","Syf2"
"Rtn4.8",0,-0.571129046448688,0.241,0.693,0,"Myonuclei (Type IIx)","Rtn4"
"Lrpap1.6",0,-0.571202887340042,0.031,0.388,0,"Myonuclei (Type IIx)","Lrpap1"
"Vkorc1.10",0,-0.571228805513059,0.005,0.282,0,"Myonuclei (Type IIx)","Vkorc1"
"Tlr2.15",0,-0.571823536221976,0.002,0.211,0,"Myonuclei (Type IIx)","Tlr2"
"Nudc.2",0,-0.572121026755628,0.058,0.415,0,"Myonuclei (Type IIx)","Nudc"
"D17Wsu104e.2",0,-0.572174873085069,0.035,0.398,0,"Myonuclei (Type IIx)","D17Wsu104e"
"Swi5.6",0,-0.572221535119628,0.153,0.578,0,"Myonuclei (Type IIx)","Swi5"
"Cyfip1.12",0,-0.572306653161635,0.044,0.385,0,"Myonuclei (Type IIx)","Cyfip1"
"Rpl10-ps3.4",0,-0.573071061086605,0.032,0.309,0,"Myonuclei (Type IIx)","Rpl10-ps3"
"Adam15.12",0,-0.573379436535463,0.012,0.303,0,"Myonuclei (Type IIx)","Adam15"
"Pdlim1.13",0,-0.57338021927557,0.076,0.264,0,"Myonuclei (Type IIx)","Pdlim1"
"Mrpl20",0,-0.573722841889439,0.077,0.457,0,"Myonuclei (Type IIx)","Mrpl20"
"Smdt1.3",0,-0.574289617835506,0.146,0.629,0,"Myonuclei (Type IIx)","Smdt1"
"Tmem167.4",0,-0.574966886487559,0.093,0.473,0,"Myonuclei (Type IIx)","Tmem167"
"Leprot.8",0,-0.575274313078267,0.006,0.347,0,"Myonuclei (Type IIx)","Leprot"
"Fkbp9.11",0,-0.575360178692195,0.023,0.258,0,"Myonuclei (Type IIx)","Fkbp9"
"Wdr1.3",0,-0.576052929513535,0.048,0.403,0,"Myonuclei (Type IIx)","Wdr1"
