"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Ppia",0,2.08090851493316,0.486,0.027,0
"H2afv",0,1.14600802131894,0.441,0.006,0
"Purb",0,0.406217589738313,0.405,0.115,0
"Myo1g",0,0.361755534211996,0.14,0.003,0
"Gm11974",0,0.454257714394548,0.18,0.013,0
"Ccm2",0,0.404702322630887,0.223,0.015,0
"Igfbp3",0,0.724128374812706,0.11,0.004,0
"Tns3",0,0.336718029752531,0.218,0.027,0
"Ikzf1",0,0.333896215342557,0.12,0.001,0
"Sec61g",0,2.49777121445266,0.789,0.013,0
"Egfr",0,0.254769828297144,0.163,0.028,0
"Plek",0,1.81585025337081,0.322,0.004,0
"Pno1",0,0.374086827954618,0.18,0.008,0
"C1d",0,0.678272938849192,0.359,0.022,0
"Meis1",0,-0.616732443867706,0.03,0.11,0
"Spred2",0,0.250010066190934,0.111,0.008,0
"Actr2",0,0.997510485093341,0.53,0.083,0
"Rab1",0,1.19844669157985,0.56,0.051,0
"Sertad2",0,0.58605795207166,0.251,0.015,0
"Peli1",0,0.462544980486769,0.329,0.062,0
"Ugp2",0,-2.15521268606039,0.355,0.59,0
"Mdh1",0,0.517032261637025,0.455,0.125,0
"Commd1",0,0.875137605926444,0.402,0.008,0
"Cct4",0,1.22923617323589,0.558,0.052,0
"Usp34",0,-1.75927375519227,0.319,0.579,0
"Gm20645",0,0.401377540698584,0.177,0.028,0
"Rel",0,0.5226189012612,0.217,0.041,0
"Efemp1",0,0.619017898446991,0.109,0.004,0
"Ccdc104",0,0.298049531839641,0.161,0.006,0
"Ccdc88a",0,0.263996151961777,0.275,0.044,0
"Mtif2",0,-0.676155399608966,0.1,0.152,0
"Rps27a",0,4.8372053804929,0.975,0.026,0
"Rtn4",0,1.38546972604793,0.727,0.15,0
"Sptbn1",0,0.422707724907038,0.469,0.208,0
"Psme4",0,-1.82874525675161,0.203,0.481,0
"Bod1",0,0.279755659637109,0.167,0.018,0
"Cpeb4",0,-1.64333169012959,0.229,0.477,0
"Snrnp25",0,0.261081907867588,0.134,0.002,0
"Sh3pxd2b",0,0.358079128161018,0.218,0.016,0
"Stk10",0,0.260544459303017,0.104,0.004,0
"Npm1",0,2.7849851870343,0.809,0.041,0
"Lcp2",0,0.483614847963773,0.168,0.001,0
"Dock2",0,0.643714150287738,0.222,0.003,0
"Rars",0,0.2914992750432,0.232,0.048,0
"Pttg1",0,0.488074061979617,0.295,0.044,0
"Slu7",0,0.322232885788224,0.223,0.03,0
"C1qtnf2",0,0.288546911898447,0.1,0.002,0
"Pwwp2a",0,-0.741613715467942,0.118,0.178,0
"Med7",0,0.274236505868312,0.175,0.021,0
"Sgcd",0,-1.20745795601471,0.018,0.22,0
"Gnb2l1",0,3.25001235816381,0.884,0.068,0
"Trim7",0,-2.71277685788906,0.015,0.512,0
"Irgm1",0,0.738392824883639,0.239,0.016,0
"9930111J21Rik2",0,0.451451611189023,0.154,0.014,0
"Ifi47",0,0.602143769507678,0.165,0,0
"Zfp62",0,-0.732408426602292,0.11,0.174,0
"Mgat1",0,0.364391024516136,0.255,0.036,0
"Gfpt2",0,0.684169206709965,0.145,0.012,0
"Rnf130",0,1.25990977717125,0.471,0.01,0
"Sqstm1",0,1.57369222028401,0.632,0.114,0
"Canx",0,1.33708019727934,0.606,0.066,0
"Hnrnph1",0,-0.745796151636644,0.491,0.476,0
"Adamts2",0,0.465304119977088,0.155,0.021,0
"Clk4",0,-1.71719538670639,0.276,0.55,0
"Hnrnpab",0,1.2243790012535,0.556,0.05,0
"Nhp2",0,1.07043267702941,0.383,0.002,0
"0610009B22Rik",0,0.296959762464655,0.156,0.006,0
"Sec24a",0,-1.48799790658304,0.175,0.375,0
"Ube2b",0,-0.936924963496365,0.637,0.622,0
"Skp1a",0,0.870734315422207,0.388,0.02,0
"9530068E07Rik",0,0.680308103189933,0.37,0.03,0
"Uqcrq",0,1.92096731018961,0.696,0.048,0
"Irf1",0,1.55243490523697,0.351,0.012,0
"Gm12216",0,0.500378074776629,0.13,0.034,0
"Pdlim4",0,1.05405831503693,0.363,0.018,0
"Gm12224",0,-1.15592677188138,0.011,0.214,0
"Fnip1",0,-1.23334194719227,0.298,0.383,0
"Cdc42se2",0,0.699043564119062,0.327,0.019,0
"Hint1",0,2.50398269891258,0.8,0.005,0
"Gpx3",0,2.73207252759549,0.353,0.027,0
"Tnip1",0,0.347415435382918,0.166,0.018,0
"Gm2a",0,1.49076021426902,0.444,0.002,0
"Sparc",0,3.97244744045536,0.473,0.032,0
"Atox1",0,2.50842505988869,0.73,0.002,0
"G3bp1",0,0.437792370885268,0.502,0.174,0
"Sap30l",0,0.337592403190529,0.195,0.013,0
"Mrpl22",0,0.279984193886558,0.162,0.009,0
"Igtp",0,0.500667893161256,0.155,0.004,0
"Zfp692",0,-0.606463817265578,0.026,0.122,0
"Rnf187",0,0.884975151296981,0.428,0.027,0
"Hist3h2a",0,0.357004527641015,0.152,0.011,0
"Obscn",0,-5.10906302515758,0.006,0.954,0
"Guk1",0,0.339806638114567,0.294,0.058,0
"Mrpl55",0,0.396972067917483,0.221,0.017,0
"Arf1",0,2.03695151701541,0.756,0.032,0
"Nlrp3",0,0.899455300535096,0.148,0,0
"Flcn",0,-1.07311510113777,0.155,0.276,0
"Med9",0,0.281340015554528,0.153,0.001,0
"Rai1",0,-0.846016663877315,0.1,0.192,0
"Tom1l2",0,-0.9035975582573,0.064,0.2,0
"Alkbh5",0,0.5400863211608,0.315,0.042,0
"Mief2",0,-1.26006710247351,0.028,0.266,0
"Tmem11",0,0.508842737823537,0.259,0.019,0
"Slc47a1",0,-0.677989465358464,0.002,0.106,0
"Mfap4",0,0.532320179633596,0.1,0.037,0
"Ncor1",0,-1.4274086313833,0.492,0.619,0
"Ubb",0,4.98901794947468,0.987,0.017,0
"Trpv2",0,0.276822557790128,0.143,0.007,0
"2410006H16Rik",0,1.71977973761586,0.536,0.015,0
"Tvp23b",0,0.341406233653152,0.185,0.011,0
"Pmp22",0,1.47735537832152,0.373,0.015,0
"Cox10",0,-0.697634196281288,0.074,0.141,0
"2310065F04Rik",0,-0.827037169773327,0.01,0.144,0
"Myh2",0,-2.5281319418664,0.002,0.141,0
"Myh1",0,-4.21884486992676,0.016,0.506,0
"Gm12300",0,-0.879340380550799,0.006,0.148,0
"Myh4",0,-5.37021062995411,0.026,0.714,0
"Gas7",0,0.603999309770859,0.22,0.007,0
"Stx8",0,0.475631994506324,0.271,0.017,0
"Pik3r5",0,0.283328694397842,0.126,0.002,0
"Rpl26",0,4.60739444196333,0.967,0.014,0
"Pfas",0,-1.17089827851121,0.042,0.235,0
"2310047M10Rik",0,0.364642843600746,0.155,0.002,0
"Per1",0,-0.828448236175441,0.172,0.24,0
"Trappc1",0,0.559180953896492,0.28,0.012,0
"Lsmd1",0,0.724271843018493,0.317,0.002,0
"Tmem88",0,0.743125984772902,0.172,0.007,0
"Kdm6b",0,0.808054540270659,0.519,0.2,0
"Trp53",0,0.292081705470117,0.331,0.102,0
"Mpdu1",0,0.277692436550944,0.24,0.043,0
"Cd68",0,2.18930453321724,0.361,0.003,0
"Eif4a1",0,2.31805148864739,0.848,0.185,0
"Tnfsf12",0,0.761137209038338,0.337,0.012,0
"Polr2a",0,0.407590941088002,0.304,0.064,0
"Chrnb1",0,-0.797217921562932,0.072,0.185,0
"Tmem256",0,1.35225006587886,0.561,0.035,0
"Plscr3",0,0.288870974786498,0.194,0.03,0
"Neurl4",0,-0.591892284909562,0.039,0.123,0
"Eif5a",0,2.61419247857185,0.81,0.057,0
"Ybx2",0,-0.607105055374166,0.002,0.1,0
"Slc2a4",0,-1.77527934528597,0.014,0.38,0
"Elp5",0,0.317943386010634,0.22,0.028,0
"Gabarap",0,2.97764428330374,0.842,0.02,0
"Phf23",0,0.480620010069464,0.281,0.031,0
"0610010K14Rik",0,0.437718591045286,0.189,0.003,0
"Arrb2",0,0.550198377290319,0.238,0.015,0
"Cxcl16",0,1.37333505271298,0.341,0.002,0
"Psmb6",0,1.76156775056248,0.658,0.033,0
"Pld2",0,-0.542122051749304,0.07,0.124,0
"Mink1",0,-0.578135181022926,0.087,0.143,0
"Slc25a11",0,0.364035509167983,0.343,0.079,0
"Pfn1",0,2.52746343227235,0.875,0.216,0
"Eno3",0,-1.78374752721525,0.096,0.665,0
"Spag7",0,0.282423820121895,0.193,0.034,0
"Rpain",0,0.266790069666787,0.155,0.017,0
"C1qbp",0,0.975168935101355,0.387,0.018,0
"Txndc17",0,1.58925500829388,0.593,0.003,0
"Med31",0,0.313689612409343,0.174,0.018,0
"Xaf1",0,0.6202251604895,0.238,0.008,0
"Smtnl2",0,-0.647156598900132,0.019,0.126,0
"Ube2g1",0,-1.10644221436584,0.21,0.318,0
"Zzef1",0,-0.857638635492814,0.149,0.213,0
"Emc6",0,0.867555076588538,0.378,0.008,0
"Tax1bp3",0,0.755576410845937,0.31,0.004,0
"Cluh",0,-1.58516490744082,0.095,0.374,0
"Hic1",0,0.271173861718134,0.101,0.003,0
"Serpinf1",0,2.51802717806296,0.276,0.007,0
"Mir22hg",0,-1.4247062669466,0.286,0.445,0
"Rilp",0,-1.01613807316314,0.031,0.222,0
"Scarf1",0,-0.51175158780478,0.048,0.111,0
"Pitpna",0,1.1919476064076,0.534,0.071,0
"Myo1c",0,0.393994905295798,0.248,0.04,0
"Ywhae",0,1.79106386300822,0.75,0.097,0
"Fam101b",0,0.633566474196322,0.125,0.01,0
"Glod4",0,0.420010122575982,0.232,0.01,0
"Abr",0,0.315891105074059,0.194,0.026,0
"Cpd",0,0.382991594906859,0.266,0.047,0
"Blmh",0,0.288739915791689,0.245,0.039,0
"Coro6",0,-1.93637266273469,0.032,0.413,0
"Myo18a",0,-1.80052128048767,0.114,0.467,0
"Rpl23a",0,3.56065394973999,0.531,0.01,0
"Rab34",0,0.285037086254995,0.17,0.019,0
"Sdf2",0,0.542493480423577,0.356,0.048,0
"Unc119",0,0.270396113791303,0.114,0.003,0
"Vtn",0,0.510401405658245,0.102,0.013,0
"Tnfaip1",0,0.351068634232749,0.236,0.052,0
"Ift20",0,0.598304360209887,0.406,0.073,0
"Tmem97",0,0.252263277680532,0.126,0.001,0
"Lgals9",0,0.929393898561786,0.355,0.005,0
"Ksr1",0,-3.18011356235665,0.049,0.746,0
"Wsb1",0,0.553650327704762,0.506,0.171,0
"Evi2a",0,0.911920917356779,0.305,0.002,0
"Rhot1",0,-1.10682565185811,0.142,0.28,0
"Ccl2",0,2.8047772318368,0.307,0.001,0
"Ccl7",0,2.43906556990143,0.257,0.001,0
"Ccl11",0,1.81931341586799,0.166,0.004,0
"Ccl8",0,1.78498769803281,0.153,0,0
"Unc45b",0,-1.94521799953785,0.096,0.55,0
"Slfn5",0,0.848717786693832,0.278,0.017,0
"Slfn8",0,0.304458096460059,0.122,0.002,0
"Slfn2",0,1.83607001360423,0.365,0.001,0
"AI662270",0,0.616668015321913,0.222,0.001,0
"Ccl9",0,2.02160589044852,0.282,0.001,0
"Ccl6",0,2.42317822017365,0.291,0.001,0
"Ccl3",0,2.0984738611729,0.196,0,0
"Ccl4",0,2.51154409082048,0.203,0,0
"Wfdc17",0,2.88785927002718,0.357,0,0
"Synrg",0,-1.05115522662182,0.118,0.239,0
"Tada2a",0,-0.688596756961298,0.043,0.133,0
"Acaca",0,-0.816552362149305,0.069,0.157,0
"Ggnbp2",0,-1.37187035460436,0.377,0.503,0
"Med13",0,-1.07107947935085,0.263,0.351,0
"Rps6kb1",0,-0.939441254877266,0.268,0.318,0
"Sept4",0,0.644238143055606,0.152,0.013,0
"Supt4a",0,1.12317527229499,0.478,0.015,0
"Dynll2",0,0.542666376270638,0.302,0.039,0
"Srsf1",0,-1.10618660505955,0.292,0.405,0
"Cuedc1",0,-2.65353677393552,0.152,0.709,0
"Msi2",0,-2.75951278133316,0.167,0.713,0
"Akap1",0,-1.23418065080978,0.055,0.253,0
"Scpep1",0,0.69940557327275,0.352,0.018,0
"Trim25",0,0.835887128811405,0.309,0.018,0
"Mmd",0,0.331489903486023,0.15,0.013,0
"Stxbp4",0,-1.29760807869991,0.024,0.233,0
"Nme2",0,0.473531270391221,0.171,0.001,0
"Nme1",0,1.37187174846342,0.55,0.061,0
"Spag9",0,-1.69209261511055,0.54,0.749,0
"Tob1",0,-0.933244898637072,0.31,0.402,0
"Luc7l3",0,-2.36869078440672,0.387,0.783,0
"Lrrc59",0,0.861062104646871,0.365,0.006,0
"Mrpl27",0,0.621714188034129,0.299,0.005,0
"Col1a1",0,2.36297416089111,0.24,0.061,0
"Sgca",0,-1.35651767181907,0.022,0.302,0
"Ppp1r9b",0,0.403291702518132,0.225,0.02,0
"Pdk2",0,-0.442813028868343,0.044,0.1,0
"Slc35b1",0,0.321429044735063,0.305,0.064,0
"Spop",0,0.305340052555656,0.482,0.176,0
"Phb",0,0.40701807132623,0.243,0.034,0
"Abi3",0,0.385975008965444,0.14,0.004,0
"Gngt2",0,1.54854506005619,0.377,0.001,0
"Snf8",0,0.734654949561048,0.381,0.027,0
"Ube2z",0,0.359841461617406,0.214,0.017,0
"Atp5g1",0,1.80572446250304,0.668,0.087,0
"Copz2",0,0.361329873023813,0.223,0.052,0
"Kpnb1",0,0.425874946491472,0.291,0.044,0
"Socs7",0,-0.693067038765387,0.098,0.159,0
"Cisd3",0,0.261977093505509,0.131,0.008,0
"Psmb3",0,1.4224669587111,0.595,0.046,0
"Rpl23",0,4.80726988783903,0.974,0.022,0
"Lasp1",0,0.89082866631,0.37,0.009,0
"Arl5c",0,0.453449131407362,0.14,0.007,0
"Cacnb1",0,-0.792143413677469,0.026,0.16,0
"Rpl19",0,4.65801206764649,0.969,0.02,0
"Fbxl20",0,-0.706269138520212,0.097,0.166,0
"Cdk12",0,-0.898872890765739,0.289,0.33,0
"Tcap",0,-1.51653927364939,0.049,0.542,0
"Mien1",0,0.940313110953565,0.408,0.001,0
"Ormdl3",0,0.298349587068632,0.159,0.011,0
"Med24",0,-0.71796857621461,0.053,0.15,0
"Nr1d1",0,-0.570848842696514,0.097,0.158,0
"Igfbp4",0,2.11391426540173,0.364,0.012,0
"Eif1",0,4.39687611815251,0.984,0.03,0
"Jup",0,0.569915112320617,0.22,0.039,0
"Fkbp10",0,0.359431201728824,0.142,0.009,0
"Acly",0,0.382062940461858,0.262,0.046,0
"Cnp",0,0.483553866831629,0.166,0.002,0
"Nkiras2",0,0.285094086659597,0.158,0.005,0
"Rab5c",0,1.31369018643186,0.529,0.023,0
"Stat3",0,0.813907941084621,0.52,0.116,0
"Ptrf",0,1.69633800500565,0.38,0.034,0
"Plekhh3",0,-0.688578243510835,0.065,0.156,0
"Ramp2",0,1.41309148195426,0.289,0.006,0
"Coa3",0,0.859269925802979,0.384,0.004,0
"Psme3",0,0.286079743534062,0.208,0.03,0
"Ptges3l",0,-0.796264492015926,0.047,0.161,0
"Rpl27",0,2.54483404964552,0.526,0.007,0
"Ifi35",0,0.656231486180774,0.289,0.019,0
"Vat1",0,0.986269384030735,0.365,0.005,0
"Tmem106a",0,0.793499873446284,0.279,0.005,0
"Arl4d",0,0.624224100908656,0.131,0.002,0
"Dusp3",0,0.316193014020493,0.391,0.135,0
"Mpp3",0,-1.42011594669001,0.005,0.26,0
"Cd300lg",0,0.996044212141193,0.135,0.006,0
"Lsm12",0,0.692992728855933,0.351,0.021,0
"Slc25a39",0,0.306005794992837,0.243,0.033,0
"Grn",0,2.59465317810301,0.587,0.02,0
"Gpatch8",0,-2.19381488142546,0.222,0.612,0
"Hexim1",0,0.810388935092651,0.289,0.015,0
"Fmnl1",0,0.429834606232685,0.165,0.004,0
"Gosr2",0,0.341951752670175,0.226,0.023,0
"Arf2",0,0.371459521307839,0.194,0.018,0
"Mapt",0,-1.66959571820932,0.027,0.318,0
"Ace",0,0.606239214869498,0.162,0.012,0
"Limd2",0,0.848543686818431,0.28,0.001,0
"Psmc5",0,0.883084620345731,0.418,0.029,0
"Scn4a",0,-0.894747149328896,0.001,0.161,0
"Icam2",0,0.639304438518555,0.119,0.004,0
"Pecam1",0,1.19644865090899,0.198,0.032,0
"Milr1",0,0.410405004353564,0.178,0.005,0
"Ddx5",0,-1.00486933934185,0.924,0.939,0
"Bptf",0,-1.02353086914331,0.381,0.42,0
"Helz",0,-0.966297262177645,0.147,0.238,0
"Cacng1",0,-0.600485853909498,0.03,0.131,0
"Prkca",0,-0.761325317871546,0.108,0.191,0
"Gna13",0,0.848778601923132,0.438,0.064,0
"Wipi1",0,-0.951332880259226,0.158,0.237,0
"Prkar1a",0,0.690354280181647,0.609,0.115,0
"Kcnj2",0,-0.874794024384068,0.015,0.15,0
"Fam104a",0,0.977817721979723,0.443,0.019,0
"Cdc42ep4",0,0.392059970453486,0.145,0.002,0
"Rpl38",0,3.9707601696358,0.942,0.015,0
"Cd300a",0,0.653385565311066,0.252,0.037,0
"Cd300ld",0,0.45762674734291,0.139,0,0
"AF251705",0,1.46412513512831,0.307,0.001,0
"Cd300lf",0,0.379279653392013,0.104,0,0
"Slc9a3r1",0,0.722954622579965,0.266,0.001,0
"Ict1",0,0.537317416639287,0.275,0.012,0
"Atp5h",0,1.72727200382227,0.771,0.125,0
"Nt5c",0,0.699099474587745,0.321,0.005,0
"Hn1",0,1.55894045721222,0.58,0.028,0
"Sumo2",0,2.15391915281778,0.769,0.015,0
"Mrps7",0,0.376683625200035,0.292,0.05,0
"Grb2",0,1.17076694624462,0.474,0.028,0
"2310067B10Rik",0,-0.783462722055095,0.04,0.154,0
"Galk1",0,0.335774285834387,0.171,0.003,0
"H3f3b",0,4.11950150344475,0.963,0.055,0
"Trim47",0,0.537029081808662,0.225,0.011,0
"Ten1",0,0.385756454235949,0.276,0.032,0
"Ubald2",0,0.869416327882885,0.357,0.02,0
"Ube2o",0,-0.630754294065774,0.081,0.135,0
"Cygb",0,0.868212050131523,0.186,0.019,0
"Mxra7",0,0.633765885969712,0.217,0.006,0
"Mettl23",0,0.474391216676028,0.281,0.029,0
"2810008D09Rik",0,-0.670328044920714,0.071,0.168,0
"Sept9",0,0.599262467119295,0.274,0.01,0
"Tnrc6c",0,-1.922061506595,0.286,0.571,0
"Syngr2",0,0.796821711141846,0.376,0.044,0
"Socs3",0,2.47287832654156,0.51,0.004,0
"Cyth1",0,0.327920803527294,0.245,0.069,0
"Timp2",0,2.49412180098827,0.568,0.018,0
"Lgals3bp",0,1.20181632137949,0.37,0.004,0
"Cbx4",0,0.376782478247938,0.146,0.006,0
"Eif4a3",0,0.623078121924924,0.323,0.025,0
"Rnf213",0,0.455410198574005,0.275,0.061,0
"Rptor",0,-0.779757974586128,0.104,0.178,0
"Chmp6",0,0.3708252237368,0.197,0.007,0
"Baiap2",0,0.547006189874273,0.25,0.014,0
"1810043H04Rik",0,0.661541405568181,0.309,0.006,0
"Actg1",0,1.10273966748664,0.949,0.726,0
"Mrpl12",0,0.760264985957186,0.362,0.028,0
"Fam195b",0,0.743124408960544,0.425,0.05,0
"Ppp1r27",0,-1.38192435007816,0.017,0.29,0
"P4hb",0,1.38247559647929,0.535,0.039,0
"Arhgdia",0,1.85258440035173,0.687,0.023,0
"Alyref",0,0.761568883966083,0.339,0.01,0
"Anapc11",0,0.643320871339616,0.412,0.058,0
"Pcyt2",0,-0.729403927311674,0.108,0.193,0
"Mafg",0,-1.31476881173646,0.347,0.46,0
"Stra13",0,0.835496769065123,0.37,0.006,0
"Dcxr",0,0.428171040585613,0.188,0.001,0
"Cbr2",0,0.51989311740216,0.112,0.01,0
"Gps1",0,0.371697817984877,0.264,0.039,0
"Slc16a3",0,-0.789811481691081,0.13,0.252,0
"Csnk1d",0,0.452617515205545,0.367,0.078,0
"BC017643",0,0.331521968939682,0.169,0.009,0
"Metrnl",0,1.28623133403978,0.396,0.004,0
"Gdi2",0,1.8730454185872,0.686,0.044,0
"Klf6",0,2.32404520430904,0.712,0.068,0
"Pfkp",0,0.560245236891384,0.254,0.014,0
"Idi1",0,0.399523576227114,0.13,0.005,0
"Dip2c",0,-0.701922969831094,0.075,0.144,0
"Zmynd11",0,-1.28123382704762,0.272,0.414,0
"Actn2",0,-2.34322194916323,0.017,0.442,0
"Gpr137b-ps",0,0.376856258590145,0.136,0.003,0
"Gpr137b",0,0.538761217246308,0.2,0.003,0
"Nid1",0,1.3883350390939,0.245,0.017,0
"B3galnt2",0,-0.942979705447789,0.069,0.192,0
"Mrpl32",0,0.584979976426579,0.307,0.018,0
"Psma2",0,1.67676082449517,0.628,0.009,0
"Rala",0,0.960191629969402,0.418,0.009,0
"Stard3nl",0,0.610294329293661,0.294,0.007,0
"Elmo1",0,0.343102400229691,0.204,0.022,0
"Trim27",0,0.384923264112407,0.208,0.014,0
"Zkscan3",0,-1.77927990696976,0.155,0.455,0
"Hist1h2bc",0,0.879098811653177,0.272,0.005,0
"Hfe",0,0.449838560673742,0.217,0.015,0
"Hist1h1c",0,0.453198976669712,0.168,0.018,0
"Acot13",0,0.410328456125995,0.215,0.016,0
"Sox4",0,0.718645721255727,0.22,0.025,0
"Cdkal1",0,-1.09788837668856,0.089,0.241,0
"Uqcrfs1",0,1.21367571166879,0.507,0.022,0
"Mylk4",0,-4.13149990916022,0.01,0.656,0
"Serpinb6a",0,0.868768869154611,0.506,0.173,0
"Ripk1",0,0.543258491454937,0.293,0.028,0
"Tubb2a",0,1.34836858367634,0.436,0.004,0
"Tubb2b",0,0.521762181836987,0.136,0.001,0
"Psmg4",0,0.71231107134187,0.313,0.001,0
"Pxdc1",0,0.836319913671437,0.216,0.002,0
"Prpf4b",0,-2.15212196488478,0.297,0.667,0
"F13a1",0,1.01847248550041,0.167,0.005,0
"Ly86",0,1.46495806748028,0.304,0,0
"Ssr1",0,-1.02672475501856,0.457,0.456,0
"Txndc5",0,0.653050277940798,0.317,0.035,0
"Eef1e1",0,0.480658431852582,0.196,0.004,0
"Gcnt2",0,0.286356935340324,0.133,0.023,0
"Pak1ip1",0,0.448792483831308,0.303,0.049,0
"Tmem14c",0,1.30538349814466,0.519,0.009,0
"Nedd9",0,0.419140731770502,0.145,0.007,0
"Nol7",0,0.765754885054493,0.48,0.078,0
"Cd83",0,1.18425935528439,0.244,0.001,0
"Jarid2",0,-0.998251856368104,0.223,0.325,0
"Dtnbp1",0,0.703491772826738,0.366,0.034,0
"Mylip",0,0.495218930240928,0.247,0.036,0
"Gmpr",0,-0.46418420997466,0.059,0.111,0
"Atxn1",0,-0.892179936770045,0.129,0.219,0
"Rbm24",0,-2.81334825143805,0.026,0.63,0
"Cap2",0,-0.705482069541439,0.026,0.134,0
"Kif13a",0,-0.811879898676293,0.075,0.175,0
"Dek",0,0.946884114578983,0.486,0.053,0
"Wnk2",0,-1.16789248778921,0.004,0.23,0
"Ninj1",0,1.66059875089192,0.419,0.004,0
"1110007C09Rik",0,0.936365484439382,0.4,0.06,0
"Susd3",0,0.36336004758735,0.143,0,0
"Bicd2",0,-1.0546047407536,0.186,0.275,0
"Ecm2",0,0.473638563156744,0.162,0.018,0
"Aspn",0,1.24397730064538,0.17,0.018,0
"Ogn",0,1.45637167054489,0.228,0.018,0
"Spin1",0,0.393778883434348,0.194,0.007,0
"Cks2",0,0.578778583935143,0.18,0.001,0
"Sema4d",0,0.355787599788026,0.149,0.013,0
"Gadd45g",0,1.43711088004208,0.411,0.127,0
"Syk",0,0.633231885460835,0.23,0.007,0
"Nfil3",0,0.678180940093635,0.279,0.021,0
"Sfxn1",0,0.278769048504359,0.177,0.011,0
"Nop16",0,0.372599106093677,0.158,0.006,0
"Higd2a",0,1.10956279948565,0.446,0.006,0
"Cltb",0,0.910756106093906,0.415,0.056,0
"Tspan17",0,0.305033623846249,0.164,0.014,0
"Nsd1",0,-1.33387257042706,0.241,0.395,0
"Prelid1",0,1.3031585273019,0.497,0.005,0
"Lman2",0,0.91950559122093,0.455,0.028,0
"Pdlim7",0,-1.32893496771327,0.244,0.453,0
"Fam193b",0,-1.28210614054543,0.06,0.283,0
"Tmed9",0,1.41417680356226,0.627,0.064,0
"Txndc15",0,0.445014122056644,0.278,0.027,0
"Pcbd2",0,0.547077843675657,0.26,0.006,0
"H2afy",0,0.386120410533733,0.493,0.179,0
"Cxcl14",0,2.27279703165066,0.15,0.007,0
"Tgfbi",0,2.19033319229694,0.462,0.01,0
"Hnrnpa0",0,1.21986348645155,0.465,0.016,0
"Idnk",0,0.463545952576974,0.227,0.01,0
"Ubqln1",0,0.342071900185414,0.253,0.041,0
"2210016F16Rik",0,0.47105131614559,0.244,0.006,0
"Hnrnpk",0,1.21495721103378,0.796,0.249,0
"Gas1",0,1.3711101816572,0.227,0.013,0
"Ctla2b",0,0.373486435514016,0.111,0.002,0
"Ctla2a",0,1.52969667556426,0.156,0.002,0
"Cdc14b",0,-0.648592786609356,0.047,0.116,0
"Ctsl",0,3.1294545498524,0.737,0.027,0
"Uqcrb",0,2.31211160900756,0.76,0.011,0
"Ptdss1",0,0.274164799488902,0.162,0.011,0
"Nsun2",0,0.272088717932922,0.233,0.052,0
"Med10",0,0.627754122760934,0.295,0.007,0
"BC018507",0,-2.20840486161936,0.104,0.525,0
"Gm10263",0,0.447606496330986,0.156,0,0
"Ndufs6",0,1.26117449708429,0.529,0.022,0
"Mrpl36",0,0.62159005063421,0.315,0.013,0
"Clptm1l",0,0.620469965910288,0.358,0.029,0
"Pdcd6",0,0.977466398920464,0.464,0.022,0
"Lrrc14b",0,-1.51578704259135,0.013,0.294,0
"Gm10116",0,0.692508077340584,0.204,0.002,0
"Glrx",0,0.577533493045805,0.22,0.004,0
"Ankrd32",0,-0.915321635227597,0.055,0.172,0
"Cetn3",0,0.777664679526706,0.391,0.027,0
"Mef2c",0,-2.75408641827225,0.286,0.803,0
"Cox7c",0,2.06447334402267,0.837,0.145,0
"Vcan",0,0.523028258473779,0.174,0.024,0
"Tmem167",0,0.835796345476961,0.495,0.071,0
"Rps23",0,5.02582382653393,0.976,0.01,0
"Ckmt2",0,-1.80532966275715,0.018,0.397,0
"Mtx3",0,-1.00778346959159,0.018,0.195,0
"Cmya5",0,-3.65183232304723,0.031,0.797,0
"Homer1",0,-1.11317945709925,0.114,0.266,0
"Arsb",0,0.299058144667745,0.132,0.001,0
"Lhfpl2",0,0.56001983074146,0.207,0.008,0
"Tbca",0,1.74015295520959,0.648,0.004,0
"F2r",0,0.516758460139809,0.141,0.006,0
"Iqgap2",0,0.406723384887243,0.171,0.003,0
"Nsa2",0,1.20518887319028,0.548,0.051,0
"Gfm2",0,-0.601468606400273,0.045,0.117,0
"Hexb",0,1.95074319016228,0.477,0.01,0
"Btf3",0,2.99871939219586,0.883,0.011,0
"Map1b",0,0.460754228138564,0.201,0.035,0
"Bdp1",0,-0.926227531439008,0.203,0.263,0
"Serf1",0,0.362619646603554,0.15,0.001,0
"Taf9",0,0.429932438246605,0.227,0.017,0
"Taf9.1",0,0.741833110043594,0.341,0.011,0
"Pik3r1",0,0.318685809663637,0.256,0.055,0
"Cd180",0,0.307213198448731,0.126,0.001,0
"Mast4",0,-0.78120856610818,0.215,0.3,0
"Srek1",0,-2.093160169306,0.195,0.581,0
"Zswim6",0,0.409586071147806,0.181,0.006,0
"Smim15",0,0.477836355187237,0.251,0.017,0
"Ndufaf2",0,0.344300884318079,0.172,0.005,0
"Pde4d",0,-1.9871648895775,0.086,0.458,0
"Pde4d.1",0,-1.10874961542788,0.028,0.211,0
"Plk2",0,1.22704863204295,0.273,0.006,0
"Gpbp1",0,0.295869613218417,0.392,0.126,0
"Il6st",0,0.277484604135266,0.295,0.103,0
"Ppap2a",0,0.603601822186154,0.195,0.025,0
"Gpx8",0,0.643502794764691,0.202,0.006,0
"Snx18",0,0.662443644633971,0.311,0.026,0
"Ndufs4",0,0.708700623305254,0.433,0.057,0
