"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","is.trascr.factor","is.surface.protein"
"Slc8a3.15",0.000986101976479782,-0.340982863416271,0.083,0.152,1,"20","Slc8a3",FALSE,FALSE
"Acaa2.5",0.00102941296976701,0.262770422833534,0.181,0.123,1,"20","Acaa2",FALSE,TRUE
"Setd8.5",0.00103118001692417,0.30148916569764,0.229,0.166,1,"20","Setd8",FALSE,FALSE
"Carns1.11",0.00108158280344296,-0.289333090738922,0.059,0.121,1,"20","Carns1",FALSE,FALSE
"Capza2.4",0.00109169964068641,0.305174955637444,0.444,0.409,1,"20","Capza2",FALSE,FALSE
"Rps18.13",0.00113697598172791,-0.486431519274469,0.719,0.598,1,"20","Rps18",FALSE,FALSE
"Pcnt.10",0.00116290142289284,-0.269770907248296,0.115,0.189,1,"20","Pcnt",FALSE,FALSE
"Anxa1.16",0.00121674796027269,-0.289502505747032,0.083,0.152,1,"20","Anxa1",FALSE,FALSE
"Myom2.13",0.00123147120746576,-0.346104151322626,0.226,0.299,1,"20","Myom2",FALSE,FALSE
"Mlf2.6",0.00123794792677816,0.362529213126879,0.33,0.279,1,"20","Mlf2",FALSE,FALSE
"Oxct1.1",0.00130715339874098,0.259187820021532,0.226,0.161,1,"20","Oxct1",FALSE,FALSE
"Eef2k.8",0.00133760654081167,-0.288329233327434,0.076,0.14,1,"20","Eef2k",FALSE,FALSE
"Dgcr6.2",0.00134378250464283,0.328287055627239,0.194,0.138,1,"20","Dgcr6",FALSE,FALSE
"Tmsb10.17",0.00134707075831005,0.637286075087636,0.33,0.47,1,"20","Tmsb10",FALSE,FALSE
"Rpl18.16",0.00151520358616768,-0.372236714196495,0.698,0.59,1,"20","Rpl18",FALSE,TRUE
"Glo1.6",0.00158385921112981,0.327836830456077,0.26,0.203,1,"20","Glo1",FALSE,FALSE
"S100a16.16",0.00161156137732023,-0.285497693546868,0.201,0.28,1,"20","S100a16",FALSE,FALSE
"Rpl17.11",0.00168325480807655,-0.394450503643629,0.694,0.589,1,"20","Rpl17",FALSE,TRUE
"Map2k2.12",0.00172973742072547,0.350857948159305,0.389,0.341,1,"20","Map2k2",FALSE,FALSE
"Cpeb3.8",0.0017726476405197,-0.311410667709174,0.062,0.122,1,"20","Cpeb3",FALSE,FALSE
"Neb.14",0.00180286060568391,-0.877626723985453,0.531,0.508,1,"20","Neb",FALSE,FALSE
"Amz2.1",0.00184227156244438,0.273476440931773,0.177,0.123,1,"20","Amz2",FALSE,FALSE
"Gm10073.14",0.00186089709531898,0.282654846168076,0.174,0.121,1,"20","Gm10073",FALSE,FALSE
"Pcmtd1.8",0.00194654946568166,-0.308111285423501,0.142,0.209,1,"20","Pcmtd1",FALSE,FALSE
"Churc1.1",0.00206421566477328,0.347380206145446,0.247,0.192,1,"20","Churc1",FALSE,FALSE
"Pdrg1.3",0.00210024567537929,0.341450494779041,0.25,0.194,1,"20","Pdrg1",FALSE,FALSE
"Ube2r2.2",0.00211627366840937,0.381535616376465,0.292,0.238,1,"20","Ube2r2",FALSE,FALSE
"Myo18b.11",0.00213674392699169,-0.331805234273176,0.167,0.237,1,"20","Myo18b",FALSE,FALSE
"Tecr.6",0.00216190090749939,0.458815336201712,0.368,0.336,1,"20","Tecr",FALSE,FALSE
"Ppfibp2.8",0.00221058940460153,-0.28628392016236,0.069,0.127,1,"20","Ppfibp2",FALSE,FALSE
"Mcts1",0.00224299295602982,0.285075136198257,0.212,0.155,1,"20","Mcts1",FALSE,FALSE
"Pdcl3.7",0.00224738771138831,0.342668497444144,0.271,0.218,1,"20","Pdcl3",FALSE,FALSE
"Rpl14.18",0.00226519514632245,-0.414139285127206,0.726,0.595,1,"20","Rpl14",FALSE,FALSE
"Me1.2",0.0023329741946385,0.299527364788944,0.174,0.124,1,"20","Me1",FALSE,FALSE
"Ncapd3.6",0.00234087059011044,-0.283362551665841,0.052,0.105,1,"20","Ncapd3",FALSE,FALSE
"Rps19.14",0.00247970367743944,-0.543116791916617,0.753,0.598,1,"20","Rps19",FALSE,FALSE
"Psmc3.14",0.00251302819774321,0.30519230853754,0.406,0.364,1,"20","Psmc3",FALSE,FALSE
"Alpk3.12",0.00254173621461585,-0.3401435392596,0.163,0.234,1,"20","Alpk3",FALSE,FALSE
"1110065P20Rik.12",0.00254345201529939,0.274936151747814,0.181,0.128,1,"20","1110065P20Rik",FALSE,FALSE
"Prkaca.10",0.00258123751562486,0.274141723727321,0.194,0.141,1,"20","Prkaca",FALSE,FALSE
"Bcl6.8",0.00258773227921856,-0.339164563480797,0.069,0.124,1,"20","Bcl6",TRUE,FALSE
"Higd1a.4",0.00261451795940513,0.291908800513032,0.309,0.251,1,"20","Higd1a",FALSE,FALSE
"Mrpl43.6",0.00261668508629516,0.330710783404844,0.233,0.184,1,"20","Mrpl43",FALSE,FALSE
"Egln2.2",0.00270618377145543,0.291046667502632,0.194,0.141,1,"20","Egln2",FALSE,FALSE
"Commd1.7",0.00274054301502033,0.320500743532339,0.26,0.211,1,"20","Commd1",FALSE,FALSE
"mt-Cytb.16",0.00284971458510403,0.570116297792622,0.59,0.587,1,"20","mt-Cytb",FALSE,FALSE
"Hn1.17",0.00286049268465542,0.443971617698392,0.316,0.268,1,"20","Hn1",FALSE,FALSE
"Cript",0.00287822134939494,0.267481704502228,0.257,0.199,1,"20","Cript",FALSE,FALSE
"D17Wsu92e",0.00291114120729973,0.260230122347234,0.205,0.149,1,"20","D17Wsu92e",FALSE,FALSE
"Rab10.2",0.00296183744439507,0.27146011535758,0.396,0.352,1,"20","Rab10",FALSE,FALSE
"Ppp3cb.9",0.00296704230406577,-0.261514513661467,0.24,0.316,1,"20","Ppp3cb",FALSE,FALSE
"Epb4.1.12",0.00298259167967475,-0.270952687385359,0.066,0.121,1,"20","Epb4.1",FALSE,FALSE
"Txndc17.15",0.0030449086966774,0.378737802157654,0.309,0.255,1,"20","Txndc17",FALSE,FALSE
"Kbtbd12.13",0.00314510920597904,-0.338146605772048,0.111,0.172,1,"20","Kbtbd12",FALSE,FALSE
"Mylk4.15",0.00327313748798904,-0.583160263124275,0.25,0.307,1,"20","Mylk4",FALSE,FALSE
"Rps4x.14",0.00328290810170264,-0.48565840811624,0.743,0.593,1,"20","Rps4x",FALSE,FALSE
"mt-Co2.15",0.00340671116286816,0.847201509828319,0.576,0.589,1,"20","mt-Co2",FALSE,FALSE
"Fhl1.12",0.00341113040933698,0.427464923299546,0.351,0.301,1,"20","Fhl1",FALSE,FALSE
"Art3.11",0.00341931557501672,-0.254655306739434,0.059,0.112,1,"20","Art3",FALSE,FALSE
"Aimp1.10",0.00345830401129131,0.306092944557326,0.323,0.273,1,"20","Aimp1",FALSE,FALSE
"Ptpmt1.1",0.00355746682328399,0.312156403322584,0.243,0.193,1,"20","Ptpmt1",FALSE,FALSE
"BC003965.1",0.00360048365743681,0.300675815825172,0.208,0.155,1,"20","BC003965",FALSE,FALSE
"Asph.11",0.00382900919763872,-0.29381086516499,0.288,0.373,1,"20","Asph",FALSE,FALSE
"Dvl1.8",0.00392509382186251,-0.32062919270612,0.167,0.231,1,"20","Dvl1",FALSE,FALSE
"Pop5.2",0.00413536490068002,0.369416726353568,0.201,0.151,1,"20","Pop5",FALSE,FALSE
"Prkca.7",0.00427467876364831,-0.27425250604773,0.056,0.105,1,"20","Prkca",FALSE,FALSE
"Mical3.11",0.00433976826293945,-0.263054825517463,0.073,0.127,1,"20","Mical3",FALSE,FALSE
"2410015M20Rik.15",0.00434623014894633,0.311044548625094,0.354,0.316,1,"20","2410015M20Rik",FALSE,FALSE
"Ubl3",0.00437914310611955,0.330212620643766,0.222,0.17,1,"20","Ubl3",FALSE,FALSE
"Akt2.4",0.0043870693595779,0.264401566696035,0.26,0.204,1,"20","Akt2",FALSE,FALSE
"Rpl8.16",0.00452607321868063,-0.369541522789912,0.743,0.597,1,"20","Rpl8",FALSE,FALSE
"Dynlrb1.16",0.00458813375938066,0.341902242270941,0.354,0.31,1,"20","Dynlrb1",FALSE,FALSE
"Psmb4.15",0.00483842272764903,0.351639816052847,0.396,0.358,1,"20","Psmb4",FALSE,FALSE
"Rpp25l",0.00493712061155768,0.25193826008436,0.156,0.11,1,"20","Rpp25l",FALSE,FALSE
"Ran.11",0.00498824342626551,-0.319583374996168,0.399,0.461,1,"20","Ran",FALSE,FALSE
"mt-Atp6.16",0.00514819127543088,0.492286135385685,0.628,0.595,1,"20","mt-Atp6",FALSE,FALSE
"Fam96b.12",0.0053505584984494,0.318548142123707,0.253,0.208,1,"20","Fam96b",FALSE,FALSE
"Mrpl28.10",0.00558658042089852,0.264139662669051,0.26,0.21,1,"20","Mrpl28",FALSE,FALSE
"Josd2.6",0.00567186007136237,0.270293524053325,0.267,0.214,1,"20","Josd2",FALSE,FALSE
"Pitpna",0.0058904858069864,0.281322754312531,0.264,0.216,1,"20","Pitpna",FALSE,FALSE
"Rorc.16",0.00604827406456734,-0.316446677209622,0.108,0.163,1,"20","Rorc",TRUE,FALSE
"Rpl31.12",0.00611130343124775,-0.325348778779549,0.649,0.578,1,"20","Rpl31",FALSE,FALSE
"Tmem261.7",0.00611780266601417,0.252943297806572,0.194,0.147,1,"20","Tmem261",FALSE,FALSE
"Nexn.11",0.00653033613119905,-0.283852624280546,0.382,0.455,1,"20","Nexn",FALSE,FALSE
"Mapkapk2",0.00671867900870585,0.267389368537113,0.181,0.133,1,"20","Mapkapk2",FALSE,FALSE
"Pgp.8",0.00673961579702217,0.27200036280506,0.222,0.173,1,"20","Pgp",FALSE,FALSE
"Aip.1",0.00684135333140094,0.263178955994048,0.177,0.128,1,"20","Aip",FALSE,FALSE
"Mrpl13.8",0.00696865988723207,0.285076275028793,0.222,0.176,1,"20","Mrpl13",FALSE,FALSE
"Stim1.11",0.0069730491258292,-0.309732553720449,0.101,0.154,1,"20","Stim1",FALSE,TRUE
"Tnk2.8",0.00704246065278104,-0.291588967295954,0.087,0.139,1,"20","Tnk2",FALSE,FALSE
"Cul3",0.00716380725441837,0.274586938880844,0.236,0.187,1,"20","Cul3",FALSE,FALSE
"Mamstr.6",0.00767747078808333,-0.317620696797632,0.083,0.133,1,"20","Mamstr",FALSE,FALSE
"Uchl3.7",0.00773346999318527,0.261632552800141,0.201,0.153,1,"20","Uchl3",FALSE,FALSE
"Cpeb4.11",0.00775447492608792,-0.374988580886542,0.191,0.245,1,"20","Cpeb4",FALSE,FALSE
"Pin4.6",0.00883902781258545,0.313725327951293,0.212,0.168,1,"20","Pin4",FALSE,FALSE
"Rpl21.11",0.00885742593939981,-0.335730896813299,0.694,0.592,1,"20","Rpl21",FALSE,TRUE
"Anapc5.6",0.00892035623586513,0.282307125461766,0.424,0.382,1,"20","Anapc5",FALSE,FALSE
"mt-Nd1.15",0.00899989253289012,0.45641071656185,0.59,0.578,1,"20","mt-Nd1",FALSE,FALSE
"Med29.1",0.00977028820717772,0.26504762843714,0.194,0.147,1,"20","Med29",FALSE,FALSE
"mt-Co3.16",0.0098994930514532,0.573328228298864,0.608,0.599,1,"20","mt-Co3",FALSE,FALSE
"Chchd10.17",0,1.52922230149741,0.608,0.146,0,"21","Chchd10",FALSE,FALSE
"Cox6a2.16",0,1.51511688446056,0.595,0.126,0,"21","Cox6a2",FALSE,FALSE
"Cox8b.17",0,1.37303862715923,0.56,0.148,0,"21","Cox8b",FALSE,FALSE
"Smpx.16",0,1.3350250982798,0.499,0.12,0,"21","Smpx",FALSE,FALSE
"Cox7a1.16",0,1.29427259341836,0.48,0.098,0,"21","Cox7a1",FALSE,FALSE
"Csrp3.9",9.92087724800612e-287,1.75112603456555,0.234,0.031,2.80294544887917e-282,"21","Csrp3",FALSE,FALSE
"Mylpf.16",1.02535563074218e-279,1.92185173212399,0.685,0.275,2.89693726353587e-275,"21","Mylpf",FALSE,FALSE
"Car3.18",2.08461271065014e-277,1.35200250562336,0.51,0.133,5.88965629139985e-273,"21","Car3",FALSE,FALSE
"Mustn1.14",1.25056459965241e-261,1.61298022151963,0.389,0.088,3.53322016339796e-257,"21","Mustn1",FALSE,FALSE
"Apobec2.15",1.83052869576913e-246,1.03940830087383,0.446,0.114,5.17179272415651e-242,"21","Apobec2",FALSE,FALSE
"Hspb6.17",8.50818077171217e-245,1.25392477561777,0.516,0.153,2.40381631343184e-240,"21","Hspb6",FALSE,FALSE
"Tnnc2.16",1.9544172614589e-237,1.82701410543822,0.697,0.326,5.52181508879983e-233,"21","Tnnc2",FALSE,FALSE
"Pgam2.16",2.00147019164068e-228,1.29816509522299,0.647,0.263,5.65475373244241e-224,"21","Pgam2",FALSE,FALSE
"Mb.16",4.16715684293098e-228,1.60802842848097,0.494,0.151,1.17734682283329e-223,"21","Mb",FALSE,FALSE
"Hspb7.9",3.3784853916583e-223,1.27964037896202,0.375,0.091,9.54523477705221e-219,"21","Hspb7",FALSE,FALSE
"Tcap.18",1.25259651909339e-219,1.37333181455981,0.696,0.321,3.53896094539455e-215,"21","Tcap",FALSE,FALSE
"Acta1.18",1.29383376206749e-209,1.75032417909357,0.753,0.444,3.65546852796927e-205,"21","Acta1",FALSE,FALSE
"Tpm2.17",2.1135812438311e-207,1.53557873597331,0.777,0.474,5.97150108819601e-203,"21","Tpm2",FALSE,FALSE
"Myl1.16",2.28063250769718e-206,1.74726134986299,0.761,0.457,6.44347102399684e-202,"21","Myl1",FALSE,FALSE
"Myoz2.8",1.2741530726649e-197,1.02070087773197,0.275,0.055,3.59986467620013e-193,"21","Myoz2",FALSE,FALSE
"Ak1.13",3.10460602760779e-193,1.01757562307299,0.529,0.189,8.77144340980029e-189,"21","Ak1",FALSE,FALSE
"Myoz1.18",1.86509693679457e-191,1.11959401928358,0.68,0.318,5.26945837552571e-187,"21","Myoz1",FALSE,FALSE
"Tnni2.17",3.73563195466508e-187,1.58604647701078,0.754,0.46,1.05542809615153e-182,"21","Tnni2",FALSE,FALSE
"Tpi1.16",1.27364428433857e-185,1.27096210650206,0.652,0.325,3.59842719654175e-181,"21","Tpi1",FALSE,FALSE
"Sepw1.12",2.25515917945598e-185,1.44178083823204,0.677,0.373,6.37150122971697e-181,"21","Sepw1",FALSE,FALSE
"Tpm1.17",7.71186447981125e-182,1.54423166104702,0.845,0.623,2.17883307148107e-177,"21","Tpm1",FALSE,FALSE
"Ckm.19",2.97366282260557e-180,1.48572119694583,0.736,0.438,8.40148957270751e-176,"21","Ckm",FALSE,FALSE
"Tnnt3.18",6.07465805520638e-179,1.20465028407854,0.807,0.518,1.71627314033746e-174,"21","Tnnt3",FALSE,FALSE
"Acyp2.10",2.99224300554293e-170,0.905427479349739,0.438,0.145,8.45398416356044e-166,"21","Acyp2",FALSE,FALSE
"Tceal7.5",4.62608433654558e-166,0.744289522333899,0.175,0.028,1.30700760760422e-161,"21","Tceal7",FALSE,FALSE
"Cystm1.14",3.00959172150791e-165,0.940824443631977,0.501,0.194,8.50299949077631e-161,"21","Cystm1",FALSE,FALSE
"Fabp3.8",4.89210054965575e-165,1.05540193559052,0.337,0.091,1.38216516829424e-160,"21","Fabp3",FALSE,FALSE
"Ddx5.16",1.39374472188901e-164,-0.770073253328051,0.526,0.897,3.93774696275301e-160,"21","Ddx5",FALSE,FALSE
"Mrpl42.9",5.65754595104766e-164,1.12944842490091,0.57,0.269,1.5984264575495e-159,"21","Mrpl42",FALSE,FALSE
"Tuba4a.10",9.38902351530113e-161,1.20092226768716,0.591,0.276,2.65268081377803e-156,"21","Tuba4a",FALSE,FALSE
"2410137F16Rik.4",3.77383494875979e-159,0.445101458579871,0.112,0.013,1.0662215880731e-154,"21","2410137F16Rik",FALSE,FALSE
"Ndufc1.13",2.8178822687164e-158,1.21507743456866,0.633,0.354,7.96136277380444e-154,"21","Ndufc1",FALSE,FALSE
"Atp5g1.12",1.45137906634095e-157,1.30141097191168,0.703,0.462,4.1005812761331e-153,"21","Atp5g1",FALSE,FALSE
"Mpc1.14",7.95977156848916e-157,1.16043279171818,0.648,0.366,2.24887426124524e-152,"21","Mpc1",FALSE,FALSE
"Pvalb.19",1.77964772841736e-156,1.44013851776025,0.607,0.302,5.02803872709756e-152,"21","Pvalb",FALSE,FALSE
"Uqcc2.12",1.96267907695271e-156,1.20778698798245,0.586,0.3,5.54515719611448e-152,"21","Uqcc2",FALSE,FALSE
"Cisd1.9",4.13480793851235e-156,0.95113274488739,0.507,0.211,1.16820728686789e-151,"21","Cisd1",FALSE,FALSE
"Eno3.13",3.42537226530352e-155,1.19159613798886,0.704,0.417,9.67770426116203e-151,"21","Eno3",FALSE,FALSE
"Actg1.12",2.35180049582925e-153,-0.980950018235888,0.471,0.818,6.64454194086637e-149,"21","Actg1",FALSE,FALSE
"Slc25a4.12",2.81682217736704e-153,1.26933711498715,0.862,0.71,7.9583676977151e-149,"21","Slc25a4",FALSE,FALSE
"Cox7b.17",4.26002785133084e-153,1.18058967079888,0.655,0.376,1.2035856688365e-148,"21","Cox7b",FALSE,FALSE
"Bola3.8",4.74798529941391e-153,1.10754491470185,0.483,0.198,1.34144828664341e-148,"21","Bola3",FALSE,FALSE
"Sln.6",7.45833889568352e-152,0.972378646214263,0.136,0.019,2.10720448819746e-147,"21","Sln",FALSE,FALSE
"Eef1a2.17",1.77210964380044e-150,0.836787887910649,0.45,0.157,5.00674137662939e-146,"21","Eef1a2",FALSE,FALSE
"Cox5a.15",5.32525258125328e-150,1.14775101142573,0.68,0.424,1.50454361178149e-145,"21","Cox5a",FALSE,FALSE
"Uqcrq.15",2.31560600854951e-149,1.21953413041217,0.683,0.432,6.54228165595493e-145,"21","Uqcrq",FALSE,FALSE
"Atp5j.15",3.80377950994202e-148,1.15889186371809,0.704,0.477,1.07468182494392e-143,"21","Atp5j",FALSE,FALSE
"Aldoa.15",1.6733640702865e-146,1.4166293966757,0.875,0.8,4.72775550778046e-142,"21","Aldoa",FALSE,FALSE
"Atp5e.12",4.71256102289457e-143,1.31554271011426,0.702,0.482,1.3314398657984e-138,"21","Atp5e",FALSE,FALSE
"Ndufb10.7",5.7222732366093e-142,1.12339933274802,0.639,0.382,1.61671385753923e-137,"21","Ndufb10",FALSE,FALSE
"Ndufb9.15",3.55121281072928e-139,1.10014327294294,0.649,0.397,1.00332415541534e-134,"21","Ndufb9",FALSE,FALSE
"Ndufa4.16",6.56110047260083e-139,1.08236192026025,0.67,0.422,1.85370771652391e-134,"21","Ndufa4",FALSE,FALSE
"Atp5o.17",6.73545257501279e-139,1.11743307813553,0.676,0.43,1.90296741601836e-134,"21","Atp5o",FALSE,FALSE
"Aes.11",1.03956927602951e-138,1.09711970342562,0.514,0.236,2.93709507556616e-134,"21","Aes",FALSE,FALSE
"Atp5k.15",5.45487770001798e-136,1.15282849343201,0.626,0.366,1.54116659658608e-131,"21","Atp5k",FALSE,FALSE
"Cryab.15",1.429083140061e-135,1.27886139395146,0.654,0.371,4.03758859561435e-131,"21","Cryab",FALSE,FALSE
"Scn1b.14",1.59980423769289e-135,0.86456332442801,0.524,0.227,4.51992691275373e-131,"21","Scn1b",FALSE,FALSE
"Adprhl1.2",5.12386726762479e-134,0.361061764790838,0.163,0.029,1.44764621912203e-129,"21","Adprhl1",FALSE,FALSE
"Uqcr10.16",3.02013063110518e-133,1.12725087902699,0.666,0.434,8.53277507206148e-129,"21","Uqcr10",FALSE,FALSE
"Cox7c.17",2.03200248209875e-129,1.1358353774378,0.737,0.554,5.74101661267361e-125,"21","Cox7c",FALSE,FALSE
"Mpc2.16",6.15292145728672e-129,1.10867659448154,0.564,0.302,1.73838489932722e-124,"21","Mpc2",FALSE,FALSE
"Malat1.20",1.13813792241162e-128,-0.589383640407545,0.459,0.917,3.21558107218955e-124,"21","Malat1",FALSE,FALSE
"Cox6c.13",1.15945300028332e-128,1.08318588405626,0.736,0.547,3.27580256170045e-124,"21","Cox6c",FALSE,FALSE
"Mrpl51.8",8.91489598486663e-128,0.906127095002072,0.512,0.244,2.51872556260437e-123,"21","Mrpl51",FALSE,FALSE
"Ndufb8.11",2.70482589282448e-127,1.01539717894866,0.625,0.374,7.64194459499701e-123,"21","Ndufb8",FALSE,FALSE
"Ndufa5.8",8.68870848925219e-125,1.07401627136865,0.59,0.345,2.45482080946842e-120,"21","Ndufa5",FALSE,FALSE
"Ndufa6.6",7.84353938511132e-124,0.931028712455293,0.651,0.41,2.2160351824755e-119,"21","Ndufa6",FALSE,FALSE
"Gapdh.11",1.18939926279368e-123,1.13971910374673,0.739,0.576,3.360409737171e-119,"21","Gapdh",FALSE,TRUE
"Des.11",1.23770622796635e-123,1.14069477251239,0.798,0.642,3.49689140587333e-119,"21","Des",FALSE,FALSE
"Atp5c1.17",1.92928518011095e-122,0.970387343636851,0.666,0.428,5.45080941936746e-118,"21","Atp5c1",FALSE,FALSE
"Cdc34.8",5.19864726920958e-122,0.763821540065845,0.438,0.182,1.46877381296978e-117,"21","Cdc34",FALSE,FALSE
"Rbm39.11",1.50309698737387e-121,-0.666170391757989,0.42,0.796,4.24669991842739e-117,"21","Rbm39",FALSE,FALSE
"Ndufa8.12",2.12865435352228e-121,0.934519919950089,0.519,0.261,6.01408714500649e-117,"21","Ndufa8",FALSE,FALSE
"Park7.7",7.20278057619133e-121,1.02929349741792,0.661,0.438,2.03500159619134e-116,"21","Park7",FALSE,FALSE
"Cd24a.5",1.49437353270955e-120,0.612465738521876,0.243,0.063,4.22205354196428e-116,"21","Cd24a",FALSE,FALSE
"Uqcr11.17",6.80950533809371e-120,1.05760510750141,0.656,0.434,1.92388954317162e-115,"21","Uqcr11",FALSE,FALSE
"Usmg5.10",1.47208302174161e-119,1.07361717423165,0.638,0.421,4.15907616132657e-115,"21","Usmg5",FALSE,FALSE
"Hspb8.13",1.11817484323025e-118,0.993745687277098,0.388,0.146,3.15917938457843e-114,"21","Hspb8",FALSE,FALSE
"Ndufb7.13",2.72812655656062e-118,1.01804174711233,0.566,0.324,7.70777596025071e-114,"21","Ndufb7",FALSE,FALSE
"Uqcrb.10",2.74619204550041e-118,1.06585967506303,0.65,0.439,7.75881638615232e-114,"21","Uqcrb",FALSE,FALSE
"Atp5j2.15",5.86191188623731e-118,1.12960642121814,0.649,0.446,1.65616596521863e-113,"21","Atp5j2",FALSE,FALSE
"Aamdc.18",6.70827351266899e-118,0.856732272926018,0.375,0.141,1.89528851553437e-113,"21","Aamdc",FALSE,FALSE
"2010107E04Rik.16",9.50997566473021e-116,1.08496763847848,0.63,0.41,2.68685342455623e-111,"21","2010107E04Rik",FALSE,FALSE
"Cox5b.15",3.76731980053378e-115,0.982898630043796,0.667,0.46,1.06438086324481e-110,"21","Cox5b",FALSE,FALSE
"Klhl41.16",8.41081016862462e-115,0.730624025802411,0.356,0.124,2.37630619694151e-110,"21","Klhl41",FALSE,FALSE
"Gyg.9",7.43904583711426e-114,0.719498753587638,0.339,0.119,2.10175362035989e-109,"21","Gyg",FALSE,FALSE
"Ndufb4.7",4.39612791066597e-113,0.966918275199626,0.565,0.33,1.24203801860046e-108,"21","Ndufb4",FALSE,FALSE
"Srrm2.16",7.17700967508776e-110,-0.6070749154391,0.377,0.763,2.02772054350255e-105,"21","Srrm2",FALSE,FALSE
"H19.16",4.37802859294583e-109,1.54675773416057,0.373,0.144,1.23692441836498e-104,"21","H19",FALSE,FALSE
"Son.18",9.17665468133658e-109,-0.567949415379775,0.419,0.814,2.59268024711802e-104,"21","Son",FALSE,FALSE
"Lmcd1.15",1.89936728442658e-108,1.0004353004708,0.312,0.105,5.36628238869043e-104,"21","Lmcd1",FALSE,FALSE
"Trim54.15",2.6445687646355e-108,0.634762682449974,0.359,0.127,7.47170013072467e-104,"21","Trim54",FALSE,FALSE
"Atp5f1.14",2.82975687976966e-107,0.854493448140911,0.702,0.497,7.99491211241322e-103,"21","Atp5f1",FALSE,FALSE
"2310002L09Rik.2",3.53477883274477e-107,0.499092338706529,0.234,0.063,9.98681063615379e-103,"21","2310002L09Rik",FALSE,FALSE
"Adssl1.13",7.70402267024164e-107,0.701508081277441,0.518,0.237,2.17661752502337e-102,"21","Adssl1",FALSE,FALSE
"Atp6v1g1.7",3.0877498678682e-106,0.913829112110497,0.608,0.379,8.72381970168803e-102,"21","Atp6v1g1",FALSE,FALSE
"Ndufa12.11",4.52109719737688e-106,0.898471635127156,0.593,0.371,1.27734559117489e-101,"21","Ndufa12",FALSE,FALSE
"Timm8b.4",9.2253867041391e-106,0.875376868818662,0.495,0.257,2.60644850552042e-101,"21","Timm8b",FALSE,FALSE
"Cav3.8",9.22820530716622e-106,0.346507158494548,0.184,0.042,2.60724484543367e-101,"21","Cav3",FALSE,FALSE
"Actn3.16",1.92218995767464e-105,1.08999058434998,0.627,0.39,5.43076328741816e-101,"21","Actn3",FALSE,FALSE
"Ndufs5.14",3.76595413091091e-105,0.939194667698276,0.588,0.367,1.06399502060626e-100,"21","Ndufs5",FALSE,FALSE
"Msrb1.5",1.27211439748328e-104,0.751954318994526,0.347,0.132,3.59410480720951e-100,"21","Msrb1",FALSE,FALSE
"Ndufs6.11",1.58350928375378e-104,0.926369769538299,0.537,0.308,4.47388877938954e-100,"21","Ndufs6",FALSE,FALSE
"Ldha.8",1.02354628903954e-103,0.931610927370011,0.744,0.576,2.8918253304234e-99,"21","Ldha",FALSE,FALSE
"Sh3bgr.14",2.0227146212642e-103,0.770001933190467,0.525,0.259,5.71477561945776e-99,"21","Sh3bgr",FALSE,FALSE
"Hspb3.8",3.71109692689402e-103,0.428963333957998,0.198,0.049,1.04849621475537e-98,"21","Hspb3",FALSE,FALSE
"Deb1.5",1.34311570231553e-102,0.759438592195532,0.371,0.152,3.79470479375206e-98,"21","Deb1",FALSE,FALSE
"Tcea3.13",3.28543448908781e-102,0.764544697721622,0.479,0.217,9.28233806201979e-98,"21","Tcea3",FALSE,FALSE
"Gng5.6",4.65907495669225e-102,0.86954139059215,0.68,0.483,1.31632844751426e-97,"21","Gng5",FALSE,FALSE
"Vdac1.10",1.7369046284204e-101,0.882687236429982,0.628,0.416,4.90727664667615e-97,"21","Vdac1",FALSE,TRUE
"Ndufv2.11",2.33572843447951e-101,0.909185602744988,0.536,0.309,6.59913354593496e-97,"21","Ndufv2",FALSE,FALSE
"Tnni1.13",2.69697421982035e-100,0.908002387079981,0.16,0.035,7.61976126325844e-96,"21","Tnni1",FALSE,FALSE
"Ppp1r14c.5",6.8920991251371e-100,0.583190141860717,0.23,0.066,1.94722476582498e-95,"21","Ppp1r14c",FALSE,FALSE
"D4Wsu53e.20",3.65633694410334e-99,-0.724272151789861,0.432,0.789,1.03302487681752e-94,"21","D4Wsu53e",FALSE,FALSE
"Ndufab1.15",1.1414857490754e-98,0.885739888762793,0.614,0.413,3.22503968686273e-94,"21","Ndufab1",FALSE,FALSE
"Myf6.5",2.11750272649318e-98,0.68730792392689,0.246,0.072,5.98258045316118e-94,"21","Myf6",TRUE,FALSE
"Ndufv3.7",8.8179234605216e-98,0.851624544188379,0.484,0.254,2.49132791530117e-93,"21","Ndufv3",FALSE,FALSE
"Actb.13",1.81389696480135e-97,-0.661835806689052,0.447,0.727,5.12480309465325e-93,"21","Actb",FALSE,FALSE
"Cox6b1.15",2.97904850776927e-97,0.914013338225553,0.658,0.471,8.41670574900051e-93,"21","Cox6b1",FALSE,FALSE
"Pabpc1.9",3.43018555537874e-97,-0.831364809152704,0.29,0.608,9.69130324961154e-93,"21","Pabpc1",FALSE,FALSE
"Drap1.7",1.60434018734664e-96,0.944892650039165,0.583,0.367,4.53274233131045e-92,"21","Drap1",FALSE,FALSE
"Mgst3.5",1.66940104574153e-96,0.663565798569268,0.264,0.085,4.71655877453355e-92,"21","Mgst3",FALSE,FALSE
"Gm11716.1",9.39840836359941e-96,0.278372112020359,0.142,0.029,2.65533231496774e-91,"21","Gm11716",FALSE,FALSE
