"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Rps3a1.2",8.52310826459257e-125,0.277423195042804,0.999,0.983,2.40803377799534e-120,"FAPs (Adipogenic)","Rps3a1"
"Pcolce.2",1.1508858886606e-124,-0.503670342711967,0.973,0.944,3.25159790123278e-120,"FAPs (Adipogenic)","Pcolce"
"Lamc1",2.60302081422775e-123,-0.757979461691301,0.896,0.757,7.35431470643766e-119,"FAPs (Adipogenic)","Lamc1"
"Pcsk6.2",2.97947084425855e-123,-1.20336912507488,0.312,0.439,8.41789897628369e-119,"FAPs (Adipogenic)","Pcsk6"
"Igf1.2",6.78770249204234e-123,-0.996525578433114,0.703,0.7,1.91772958507672e-118,"FAPs (Adipogenic)","Igf1"
"Uqcrb",2.56503960691923e-122,0.261314927613798,0.97,0.83,7.2470064014289e-118,"FAPs (Adipogenic)","Uqcrb"
"Ifi205.1",6.02078342299771e-121,-1.593471380674,0.534,0.569,1.70105194049954e-116,"FAPs (Adipogenic)","Ifi205"
"C3.2",1.60086563937047e-119,-1.54331068123113,0.642,0.663,4.52292569091339e-115,"FAPs (Adipogenic)","C3"
"Ptms",5.78333614481436e-119,0.367130260557337,0.979,0.825,1.6339659609944e-114,"FAPs (Adipogenic)","Ptms"
"Arl1.1",6.93779466192052e-119,0.303610932371082,0.958,0.739,1.9601351258324e-114,"FAPs (Adipogenic)","Arl1"
"Inhba",8.83328436702534e-119,0.281289605735884,0.276,0.117,2.49566783221567e-114,"FAPs (Adipogenic)","Inhba"
"Gpx8.1",1.24368038417354e-118,0.290202375737466,0.952,0.695,3.51377018940551e-114,"FAPs (Adipogenic)","Gpx8"
"Serf2",6.00928424954317e-117,0.333022901514094,0.996,0.966,1.69780307902343e-112,"FAPs (Adipogenic)","Serf2"
"Il11ra1.2",8.30507297747207e-116,-0.670684366216253,0.927,0.834,2.34643226832518e-111,"FAPs (Adipogenic)","Il11ra1"
"Lamb2.1",2.09990705080649e-115,-0.820312787584893,0.586,0.591,5.93286739064358e-111,"FAPs (Adipogenic)","Lamb2"
"B2m",2.05288946348986e-114,-0.487220955800471,0.989,0.974,5.80002860119789e-110,"FAPs (Adipogenic)","B2m"
"Rabac1",4.40871455849083e-114,-0.440945940814779,0.952,0.878,1.24559412421041e-109,"FAPs (Adipogenic)","Rabac1"
"Calm2",1.71032455614875e-113,0.345642271356869,0.986,0.883,4.83217996848708e-109,"FAPs (Adipogenic)","Calm2"
"Mustn1.2",1.09957479054882e-110,-0.939802430216002,0.111,0.284,3.10662865573757e-106,"FAPs (Adipogenic)","Mustn1"
"Lamp1",1.54686850620604e-110,-0.380107502638046,0.976,0.9,4.37036759058393e-106,"FAPs (Adipogenic)","Lamp1"
"Cxcl12.2",1.28869427891922e-108,0.443676718112407,0.954,0.768,3.64094794623047e-104,"FAPs (Adipogenic)","Cxcl12"
"C1qtnf3.2",1.29118984033782e-108,0.441139819127638,0.25,0.11,3.64799865590645e-104,"FAPs (Adipogenic)","C1qtnf3"
"Sult5a1.1",3.39920377706159e-107,-0.797764150755228,0.278,0.408,9.6037704313321e-103,"FAPs (Adipogenic)","Sult5a1"
"Cope",1.8727581683081e-105,0.257934887946626,0.923,0.65,5.29110365292088e-101,"FAPs (Adipogenic)","Cope"
"S100a10.2",1.73007865028162e-104,-0.46568559959443,0.973,0.943,4.88799121064067e-100,"FAPs (Adipogenic)","S100a10"
"Vtn.2",3.09430797368717e-104,-0.942351230269297,0.175,0.334,8.74234831805837e-100,"FAPs (Adipogenic)","Vtn"
"Ramp1",4.43708187659019e-104,-0.707447904047934,0.118,0.286,1.25360874259303e-99,"FAPs (Adipogenic)","Ramp1"
"Tspo.2",2.34040585231195e-103,0.282056467640998,0.964,0.783,6.61234865453695e-99,"FAPs (Adipogenic)","Tspo"
"Col6a1.2",6.21715391430154e-103,-0.453782943296652,0.959,0.934,1.75653249540761e-98,"FAPs (Adipogenic)","Col6a1"
"Pink1",7.9958042325949e-103,-0.672391678696491,0.404,0.48,2.25905456983504e-98,"FAPs (Adipogenic)","Pink1"
"Tshz2.1",7.21475566568262e-102,-0.748574529673001,0.652,0.608,2.03838491822531e-97,"FAPs (Adipogenic)","Tshz2"
"Rbp1.2",1.06712680691223e-101,0.324993278455368,0.842,0.546,3.01495336756912e-97,"FAPs (Adipogenic)","Rbp1"
"Zfp36l1",8.34881110721001e-101,-0.772350856646111,0.928,0.815,2.35878960212004e-96,"FAPs (Adipogenic)","Zfp36l1"
"Serpinb6a.2",8.1579997289143e-100,0.306790648497051,0.98,0.87,2.30487966341016e-95,"FAPs (Adipogenic)","Serpinb6a"
"Pamr1.2",2.44389296867877e-99,-0.626826163201569,0.136,0.301,6.90473080440814e-95,"FAPs (Adipogenic)","Pamr1"
"Ntrk2.1",1.14412868919309e-98,-0.754358340652309,0.231,0.377,3.23250678557725e-94,"FAPs (Adipogenic)","Ntrk2"
"Mgp.2",2.27705283184228e-97,-1.72323694564682,0.817,0.754,6.43335736580399e-93,"FAPs (Adipogenic)","Mgp"
"Ablim1.2",5.31300275007181e-97,-0.778865878185548,0.368,0.458,1.50108266697779e-92,"FAPs (Adipogenic)","Ablim1"
"Lims2.2",2.99772093582073e-96,-0.522600976538458,0.07,0.227,8.4694609599743e-92,"FAPs (Adipogenic)","Lims2"
"Jun.2",1.17062599765309e-95,-1.1904270874758,0.94,0.869,3.30736963116928e-91,"FAPs (Adipogenic)","Jun"
"Ppp1r15a",1.11251613358297e-94,-0.985011122735469,0.771,0.676,3.14319183221196e-90,"FAPs (Adipogenic)","Ppp1r15a"
"Hspg2.2",1.48587307270246e-94,-0.79032205276098,0.929,0.794,4.19803719230625e-90,"FAPs (Adipogenic)","Hspg2"
"Ces1d",3.079270392504e-94,-0.552544722897817,0.022,0.167,8.69986263994156e-90,"FAPs (Adipogenic)","Ces1d"
"Eif4a2",4.9025242752992e-94,-0.639153873572376,0.779,0.678,1.38511018350028e-89,"FAPs (Adipogenic)","Eif4a2"
"Col15a1.2",1.57068153995826e-92,-1.23736889074946,0.576,0.59,4.43764655484408e-88,"FAPs (Adipogenic)","Col15a1"
"Tcp11l2",5.2162717524202e-91,-0.508481857961431,0.165,0.311,1.47375325821128e-86,"FAPs (Adipogenic)","Tcp11l2"
"Bmp4.2",6.01972041363012e-91,-0.641985028006463,0.109,0.26,1.70075160846292e-86,"FAPs (Adipogenic)","Bmp4"
"Thbs1.2",8.7084816476363e-91,-0.284138952635896,0.723,0.41,2.46040731990668e-86,"FAPs (Adipogenic)","Thbs1"
"Cryab.2",5.5525077117981e-90,-1.01729046251203,0.45,0.516,1.56875000381432e-85,"FAPs (Adipogenic)","Cryab"
"Arl6ip1",1.1460795837572e-89,0.587569122455901,0.844,0.576,3.23801864798922e-85,"FAPs (Adipogenic)","Arl6ip1"
"Col14a1.2",3.20120587629545e-89,-1.03738083927494,0.712,0.646,9.04436696229752e-85,"FAPs (Adipogenic)","Col14a1"
"Fgl2.2",3.88781922498126e-89,-1.6977635582156,0.424,0.489,1.09842556563396e-84,"FAPs (Adipogenic)","Fgl2"
"Anxa5.2",6.24510606988746e-88,-0.401576297146769,0.986,0.935,1.7644298179253e-83,"FAPs (Adipogenic)","Anxa5"
"Gm2a",2.11314171381654e-87,-0.631942687919818,0.359,0.438,5.97025928404586e-83,"FAPs (Adipogenic)","Gm2a"
"Cfh.2",9.68466768090384e-86,-1.08325229676551,0.233,0.359,2.73620915988576e-81,"FAPs (Adipogenic)","Cfh"
"Mat2a.1",1.83172869107867e-84,-0.745261434924024,0.79,0.692,5.17518307090457e-80,"FAPs (Adipogenic)","Mat2a"
"Col6a2.2",2.01456827830659e-84,-0.482760784081656,0.963,0.905,5.6917597566996e-80,"FAPs (Adipogenic)","Col6a2"
"Penk.2",5.30807098385288e-84,-0.901845104204576,0.181,0.323,1.49968929506795e-79,"FAPs (Adipogenic)","Penk"
"Rn7sk",9.20391176051835e-84,-0.85387174025349,0.163,0.306,2.60038118969925e-79,"FAPs (Adipogenic)","Rn7sk"
"Mt1.1",1.56958961356929e-80,-2.2026055892038,0.957,0.912,4.43456153521731e-76,"FAPs (Adipogenic)","Mt1"
"Fhl1.2",1.69800076402323e-80,-0.825780756926246,0.431,0.482,4.79736155859483e-76,"FAPs (Adipogenic)","Fhl1"
"Ier3",2.21002771825201e-80,0.294660602686659,0.843,0.605,6.24399131237739e-76,"FAPs (Adipogenic)","Ier3"
"Pam",2.59507288610849e-80,-0.757966465814214,0.822,0.696,7.33185942512232e-76,"FAPs (Adipogenic)","Pam"
"Col4a2.2",5.98536703027319e-80,-0.861000859459787,0.733,0.687,1.69104574706309e-75,"FAPs (Adipogenic)","Col4a2"
"Grina",9.24593159125858e-80,-0.6126321093252,0.378,0.44,2.61225305247829e-75,"FAPs (Adipogenic)","Grina"
"Nav1",1.14441807717488e-79,-0.73788669032363,0.68,0.603,3.23332439344219e-75,"FAPs (Adipogenic)","Nav1"
"Rcn3.2",1.5219187000959e-79,0.324569267754267,0.958,0.796,4.29987690338095e-75,"FAPs (Adipogenic)","Rcn3"
"Lgals3",2.24341016366113e-79,0.30477325528921,0.525,0.312,6.33830673539179e-75,"FAPs (Adipogenic)","Lgals3"
"Prnp",1.1543895349397e-78,-0.645245542248408,0.808,0.674,3.26149675306514e-74,"FAPs (Adipogenic)","Prnp"
"Rora",1.4758345854454e-77,-0.69234627315402,0.591,0.562,4.1696754542589e-73,"FAPs (Adipogenic)","Rora"
"Pla1a.2",6.8028766626061e-77,-1.06108872420652,0.254,0.365,1.9220167434861e-72,"FAPs (Adipogenic)","Pla1a"
"Enpp2",2.20955807058813e-76,-0.917750826480508,0.394,0.466,6.24266441683263e-72,"FAPs (Adipogenic)","Enpp2"
"Abca6",8.48070894468055e-76,-0.458177064401578,0.079,0.212,2.3960546981406e-71,"FAPs (Adipogenic)","Abca6"
"Tek.2",6.34509559310823e-75,-0.524270306668788,0.102,0.234,1.79267985792087e-70,"FAPs (Adipogenic)","Tek"
"Atp1a2.2",6.75025594141429e-75,-0.512028625888135,0.067,0.199,1.90714981112778e-70,"FAPs (Adipogenic)","Atp1a2"
"Aldoa",1.23117519910708e-74,0.287309824486558,0.951,0.82,3.47843929003723e-70,"FAPs (Adipogenic)","Aldoa"
"Tmem100.2",1.02557377833888e-73,-1.00819508825975,0.204,0.322,2.89755359594084e-69,"FAPs (Adipogenic)","Tmem100"
"Tmem50a",1.1370205854913e-73,-0.435940158088677,0.934,0.794,3.21242426018857e-69,"FAPs (Adipogenic)","Tmem50a"
"Sema3c.2",2.93743181372017e-73,-1.1971423239226,0.272,0.377,8.2991261033036e-69,"FAPs (Adipogenic)","Sema3c"
"Nfib.2",3.80118482596664e-73,-0.528793998856277,0.935,0.803,1.07394874888036e-68,"FAPs (Adipogenic)","Nfib"
"Gstt1.1",8.63131780423715e-73,-0.73917459541391,0.424,0.466,2.43860621923112e-68,"FAPs (Adipogenic)","Gstt1"
"Slco2b1.1",9.55153832051017e-73,-0.366148835628013,0.031,0.153,2.69859612169374e-68,"FAPs (Adipogenic)","Slco2b1"
"Dusp1",7.87519407253354e-72,-1.05016734056825,0.802,0.735,2.2249785813129e-67,"FAPs (Adipogenic)","Dusp1"
"Ifngr1.2",1.3866886175761e-71,-0.706973470799491,0.837,0.699,3.91781135123774e-67,"FAPs (Adipogenic)","Ifngr1"
"Sult1a1",3.79231499418634e-71,-0.272767666903105,0.016,0.13,1.07144275530747e-66,"FAPs (Adipogenic)","Sult1a1"
"D630033O11Rik.2",1.72637882328163e-70,-0.593457841825231,0.095,0.222,4.87753808941759e-66,"FAPs (Adipogenic)","D630033O11Rik"
"Gpx3.2",3.96918406133007e-70,-1.14622534049446,0.864,0.78,1.12141357284758e-65,"FAPs (Adipogenic)","Gpx3"
"Cadm3.2",5.63223557302156e-70,-0.751076604032381,0.187,0.302,1.59127551644578e-65,"FAPs (Adipogenic)","Cadm3"
"Pnrc1",4.30023319183126e-69,-0.617027577162375,0.842,0.75,1.21494488368808e-64,"FAPs (Adipogenic)","Pnrc1"
"Tprgl",7.87833853989781e-69,-0.600884212705805,0.736,0.622,2.22586698767733e-64,"FAPs (Adipogenic)","Tprgl"
"Sfrp4.2",1.44919732932336e-68,-1.14242691453588,0.139,0.267,4.09441721453729e-64,"FAPs (Adipogenic)","Sfrp4"
"Galnt15.1",2.81677717635644e-68,-0.311427363478479,0.015,0.124,7.95824055635986e-64,"FAPs (Adipogenic)","Galnt15"
"Rpl22l1",1.79077698889079e-67,0.270500758411078,0.979,0.858,5.05948222671316e-63,"FAPs (Adipogenic)","Rpl22l1"
"Axl.2",5.4075062112626e-66,-0.563815449908854,0.901,0.793,1.52778272986802e-61,"FAPs (Adipogenic)","Axl"
"Arhgap20.2",1.27117048375844e-65,-0.64294750280422,0.238,0.337,3.59143796776272e-61,"FAPs (Adipogenic)","Arhgap20"
"Ifitm2.2",1.50247942382252e-65,-0.300679524449593,0.993,0.969,4.24495511612577e-61,"FAPs (Adipogenic)","Ifitm2"
"Dpp4.2",5.089812928654e-65,-0.628261586386058,0.099,0.221,1.43802484673262e-60,"FAPs (Adipogenic)","Dpp4"
"Medag.1",8.88616567711066e-65,-0.640077441111663,0.745,0.656,2.51060838875407e-60,"FAPs (Adipogenic)","Medag"
"Il17d.2",1.17230618656918e-64,-0.504645881990438,0.177,0.289,3.31211666891391e-60,"FAPs (Adipogenic)","Il17d"
"Sash1.1",2.63530837165533e-64,-0.673396822786398,0.584,0.542,7.4455367424378e-60,"FAPs (Adipogenic)","Sash1"
"Il6.1",1.38924654451924e-63,-0.546260272260335,0.521,0.299,3.9250382622302e-59,"FAPs (Adipogenic)","Il6"
"Sgce",1.71026462848654e-63,-0.586318012603727,0.646,0.576,4.83201065486303e-59,"FAPs (Adipogenic)","Sgce"
"Lyz2",6.17293146033894e-63,0.394918292221905,0.123,0.049,1.74403832548956e-58,"FAPs (Adipogenic)","Lyz2"
"Fap.1",8.93060571081807e-63,-0.681829418801315,0.657,0.587,2.52316403147743e-58,"FAPs (Adipogenic)","Fap"
"Rhob",2.94318574627247e-62,-0.812758044291966,0.68,0.603,8.31538268894361e-58,"FAPs (Adipogenic)","Rhob"
"Cdkn1a.2",2.22150160378364e-61,-1.16915213541618,0.587,0.553,6.27640848116992e-57,"FAPs (Adipogenic)","Cdkn1a"
"Mgst1",2.61278385756278e-61,-0.46904733154168,0.899,0.819,7.38189823277212e-57,"FAPs (Adipogenic)","Mgst1"
"Rps28.2",1.42595975380132e-60,-0.324571147707776,0.984,0.943,4.02876409241486e-56,"FAPs (Adipogenic)","Rps28"
"AW112010.2",4.36726642762519e-60,-0.845986739813418,0.559,0.542,1.23388378379694e-55,"FAPs (Adipogenic)","AW112010"
"AI607873",5.09808756987156e-60,-0.775055918502477,0.565,0.547,1.44036268111581e-55,"FAPs (Adipogenic)","AI607873"
"Fstl1.2",1.47025389669318e-59,-0.408273945268659,0.992,0.948,4.15390833432723e-55,"FAPs (Adipogenic)","Fstl1"
"Rps27.1",1.4206279134315e-58,-0.932698817378762,0.403,0.502,4.01370004381803e-54,"FAPs (Adipogenic)","Rps27"
"Fos.2",1.00853349211462e-57,-1.24584028442859,0.896,0.805,2.84940967527144e-53,"FAPs (Adipogenic)","Fos"
"Anpep.1",1.28795645889429e-57,-0.581459632659878,0.341,0.398,3.63886338331405e-53,"FAPs (Adipogenic)","Anpep"
"Hsd11b1.2",2.08181293229303e-57,-1.22960304087519,0.316,0.386,5.88174607760749e-53,"FAPs (Adipogenic)","Hsd11b1"
"Lsamp.2",7.48808971717777e-57,-0.470302140205774,0.118,0.228,2.11560998779423e-52,"FAPs (Adipogenic)","Lsamp"
"Son",9.09556901096429e-57,-0.415930445470324,0.919,0.778,2.56977111266774e-52,"FAPs (Adipogenic)","Son"
"Hspa1a.2",1.37622552016317e-56,-1.95571150013029,0.652,0.64,3.888249962117e-52,"FAPs (Adipogenic)","Hspa1a"
"Prss12",7.84231430420276e-56,-0.311902009713625,0.039,0.14,2.21568906036641e-51,"FAPs (Adipogenic)","Prss12"
"Myl12b",3.40207936292685e-55,-0.488520547913279,0.815,0.675,9.61189482407724e-51,"FAPs (Adipogenic)","Myl12b"
"Fth1",4.83970058414502e-55,-0.262514937171709,0.999,0.996,1.36736060603849e-50,"FAPs (Adipogenic)","Fth1"
"Ar",5.08045351114488e-55,-0.640633221494999,0.37,0.411,1.43538053050376e-50,"FAPs (Adipogenic)","Ar"
"Cyp27a1",6.86152785436895e-55,-0.270792888880412,0.031,0.129,1.93858746469486e-50,"FAPs (Adipogenic)","Cyp27a1"
"Fmo1.2",1.01748297601827e-54,-0.429868144825591,0.184,0.286,2.87469465214442e-50,"FAPs (Adipogenic)","Fmo1"
"Ly6a.2",1.36135358970701e-54,-0.449215144390799,0.956,0.916,3.84623229699922e-50,"FAPs (Adipogenic)","Ly6a"
"Mxra8.2",1.50804591868699e-54,-0.408262289461756,0.916,0.788,4.26068213406636e-50,"FAPs (Adipogenic)","Mxra8"
"Wfdc1.2",2.09971372452409e-54,-0.341160170791147,0.032,0.13,5.93232118589791e-50,"FAPs (Adipogenic)","Wfdc1"
"Cd47.2",1.08168951603156e-53,-0.357043863071677,0.961,0.871,3.05609738964396e-49,"FAPs (Adipogenic)","Cd47"
"Crispld2.2",1.4829605558796e-53,-1.14968364162409,0.448,0.466,4.18980845852662e-49,"FAPs (Adipogenic)","Crispld2"
"Itga11.1",2.00991491567541e-53,-0.422341258601851,0.182,0.282,5.67861261125774e-49,"FAPs (Adipogenic)","Itga11"
"Nr3c1",3.70343195004801e-53,-0.608123789523149,0.733,0.607,1.04633062884706e-48,"FAPs (Adipogenic)","Nr3c1"
"Stmn4.2",4.42125218066743e-53,-0.482838974447019,0.032,0.128,1.24913637860397e-48,"FAPs (Adipogenic)","Stmn4"
"Rps29.2",5.34559317947496e-53,-0.309916749379835,0.998,0.981,1.51029044099706e-48,"FAPs (Adipogenic)","Rps29"
"S100a16.2",7.95567399858977e-53,0.271158255861145,0.96,0.815,2.24771657482157e-48,"FAPs (Adipogenic)","S100a16"
"S100a13.2",3.570346825431e-52,-0.401060609691192,0.959,0.87,1.00873008858902e-47,"FAPs (Adipogenic)","S100a13"
"Ctsk.2",4.42019044564519e-52,-0.64514822875429,0.86,0.718,1.24883640660814e-47,"FAPs (Adipogenic)","Ctsk"
"Vit",5.54839323701978e-52,-0.488725909832384,0.05,0.149,1.5675875412552e-47,"FAPs (Adipogenic)","Vit"
"Adh1.2",9.39957585807219e-52,-0.571433981815925,0.196,0.29,2.65566216718114e-47,"FAPs (Adipogenic)","Adh1"
"Akap12",3.6339547031653e-51,-0.654627345351363,0.538,0.514,1.02670122228529e-46,"FAPs (Adipogenic)","Akap12"
"Thbs3",4.80704705806402e-51,-0.61921701324902,0.628,0.554,1.35813500531483e-46,"FAPs (Adipogenic)","Thbs3"
"Hspa5",6.21019490755828e-51,0.254462383657812,0.989,0.926,1.75456636723244e-46,"FAPs (Adipogenic)","Hspa5"
"Atf3.1",6.21832194992886e-51,-1.4447965319674,0.598,0.557,1.7568625005134e-46,"FAPs (Adipogenic)","Atf3"
"Add3.1",7.41358567451698e-51,-0.595550508015468,0.669,0.575,2.09456036062128e-46,"FAPs (Adipogenic)","Add3"
"G0s2.2",1.06665309949587e-50,-0.419210677416452,0.232,0.319,3.01361500200568e-46,"FAPs (Adipogenic)","G0s2"
"Steap3",4.69168117108784e-50,-0.634515143943702,0.589,0.521,1.32554068126745e-45,"FAPs (Adipogenic)","Steap3"
"Vldlr.2",7.0431721985195e-50,-0.44902819981192,0.156,0.253,1.98990744124772e-45,"FAPs (Adipogenic)","Vldlr"
"Cys1",3.87663063140375e-49,-0.289605857945742,0.072,0.171,1.0952644522905e-44,"FAPs (Adipogenic)","Cys1"
"Adam33.2",2.46790159042081e-48,-0.544916792654668,0.215,0.3,6.97256236341593e-44,"FAPs (Adipogenic)","Adam33"
"Tgfbi.2",2.52728910135872e-48,-0.843193258736161,0.673,0.603,7.14034989806879e-44,"FAPs (Adipogenic)","Tgfbi"
"Hsp90aa1.2",3.72042925043962e-48,-0.351989311548845,0.986,0.868,1.05113287612671e-43,"FAPs (Adipogenic)","Hsp90aa1"
"Tapbp",1.15838974682702e-47,-0.463036102630651,0.808,0.684,3.27279855171038e-43,"FAPs (Adipogenic)","Tapbp"
"Itgbl1.2",1.60474797133799e-47,-0.545860036172428,0.257,0.34,4.53389444342123e-43,"FAPs (Adipogenic)","Itgbl1"
"Thra",2.88497979277821e-47,-0.538026914850951,0.718,0.595,8.15093340853626e-43,"FAPs (Adipogenic)","Thra"
"Bri3",3.71177125827432e-47,-0.378128144648877,0.908,0.756,1.04868673360024e-42,"FAPs (Adipogenic)","Bri3"
"Meg3.2",1.46689164634385e-46,-1.07762558930462,0.811,0.741,4.14440896841529e-42,"FAPs (Adipogenic)","Meg3"
"Btg2.2",9.19235934060656e-46,-1.06527732730738,0.775,0.654,2.59711728450157e-41,"FAPs (Adipogenic)","Btg2"
"Gadd45a",1.24419648779948e-45,-0.783128698641643,0.334,0.378,3.51522833697986e-41,"FAPs (Adipogenic)","Gadd45a"
"Ier2.2",1.32634880532491e-45,-1.06116067551605,0.814,0.693,3.74733327968446e-41,"FAPs (Adipogenic)","Ier2"
"Hexa.1",3.53644084797128e-44,-0.484424494382906,0.844,0.673,9.99150632777327e-40,"FAPs (Adipogenic)","Hexa"
"Dapk1",3.67800265014646e-44,-0.499162926794382,0.29,0.352,1.03914608874588e-39,"FAPs (Adipogenic)","Dapk1"
"Fbln7.2",6.37916466275731e-44,-0.895386407831378,0.316,0.369,1.80230539216882e-39,"FAPs (Adipogenic)","Fbln7"
"Hmox1",1.70527775885544e-43,-0.632532310436563,0.626,0.37,4.81792125209428e-39,"FAPs (Adipogenic)","Hmox1"
"Darc.2",1.85855524751204e-43,-0.309696626467022,0.049,0.136,5.25097614079575e-39,"FAPs (Adipogenic)","Darc"
"Dstn",8.83227492312278e-43,-0.356318132238043,0.942,0.796,2.49538263402988e-38,"FAPs (Adipogenic)","Dstn"
"Sec62",2.65019093131976e-42,-0.306981473396683,0.941,0.804,7.48758443825772e-38,"FAPs (Adipogenic)","Sec62"
"Mgll.2",7.6350440621191e-42,-0.302355345630677,0.056,0.143,2.15712899887051e-37,"FAPs (Adipogenic)","Mgll"
"Abca9.1",8.84609924957891e-42,-0.581430360486721,0.324,0.367,2.49928842098353e-37,"FAPs (Adipogenic)","Abca9"
"Pttg1ip",9.12062105251274e-42,-0.453806688184855,0.82,0.652,2.57684906596642e-37,"FAPs (Adipogenic)","Pttg1ip"
"Rassf2",1.13938756477072e-41,-0.368979497421937,0.131,0.219,3.21911168674672e-37,"FAPs (Adipogenic)","Rassf2"
"Arl4a.2",1.38951827576441e-41,-0.711803805330189,0.588,0.518,3.92580598451718e-37,"FAPs (Adipogenic)","Arl4a"
"Spon2",2.84032586601154e-41,-0.551543617518751,0.159,0.252,8.02477266924242e-37,"FAPs (Adipogenic)","Spon2"
"Fmo2.2",3.80499092379125e-41,-0.366616495703164,0.043,0.125,1.07502408569874e-36,"FAPs (Adipogenic)","Fmo2"
"Spock2",4.76948296551708e-41,-0.263011910656338,0.046,0.128,1.34752202224754e-36,"FAPs (Adipogenic)","Spock2"
"Pfdn5.1",5.00141723355118e-41,-0.276951475944545,0.974,0.903,1.41305041099522e-36,"FAPs (Adipogenic)","Pfdn5"
"Ntf3.2",5.77952272804151e-41,-0.375595214710595,0.082,0.17,1.63288855635357e-36,"FAPs (Adipogenic)","Ntf3"
"Ccnl1",7.65338203294972e-41,-0.646985967690153,0.858,0.709,2.16231002576928e-36,"FAPs (Adipogenic)","Ccnl1"
"Cxcl1.1",9.14517774033933e-41,-0.442537606576677,0.819,0.633,2.58378706697807e-36,"FAPs (Adipogenic)","Cxcl1"
"Chka.1",3.49698965908938e-40,-0.257949168271435,0.478,0.277,9.88004488382523e-36,"FAPs (Adipogenic)","Chka"
"H2-T23",4.92279819581753e-40,-0.548643813449378,0.385,0.416,1.39083817426433e-35,"FAPs (Adipogenic)","H2-T23"
"Tgfbr2.2",5.09575909148983e-40,-0.590184286001059,0.786,0.645,1.43970481611862e-35,"FAPs (Adipogenic)","Tgfbr2"
"Hexb",9.22260295961772e-40,-0.520499214926489,0.71,0.584,2.60566201418079e-35,"FAPs (Adipogenic)","Hexb"
"Cpxm2.2",3.324434461627e-39,-0.633817614089174,0.144,0.23,9.39252468443477e-35,"FAPs (Adipogenic)","Cpxm2"
"Snx18.1",3.91691155251791e-39,-0.586208634714224,0.574,0.507,1.10664502093288e-34,"FAPs (Adipogenic)","Snx18"
"1700019D03Rik.2",6.48225305980814e-39,-0.347510156933332,0.074,0.158,1.83143095698759e-34,"FAPs (Adipogenic)","1700019D03Rik"
"Opcml.2",6.54053651873658e-39,-0.307314416294016,0.044,0.122,1.84789778263865e-34,"FAPs (Adipogenic)","Opcml"
"Zfp36.2",6.69021758078659e-39,-1.08557798944015,0.761,0.678,1.89018717309964e-34,"FAPs (Adipogenic)","Zfp36"
"Mfge8",9.47711486245592e-39,-0.466889385519491,0.746,0.614,2.67756926208967e-34,"FAPs (Adipogenic)","Mfge8"
"Zbtb16",1.1129524774537e-38,-0.36976514460644,0.108,0.191,3.14442463454993e-34,"FAPs (Adipogenic)","Zbtb16"
"Serinc3",1.5096169299343e-38,-0.44375313480836,0.806,0.652,4.26512071214338e-34,"FAPs (Adipogenic)","Serinc3"
"Thbd.2",1.94091330800474e-38,-0.809473218811425,0.373,0.415,5.48366236910578e-34,"FAPs (Adipogenic)","Thbd"
"Ebf2.2",2.92524095995919e-38,-0.60243005187186,0.592,0.527,8.2646832841727e-34,"FAPs (Adipogenic)","Ebf2"
"Itm2c.2",4.72327968421882e-38,-0.38223664347546,0.899,0.734,1.33446820918234e-33,"FAPs (Adipogenic)","Itm2c"
"Atraid",2.30011943603728e-37,-0.40056000746332,0.864,0.692,6.49852744263613e-33,"FAPs (Adipogenic)","Atraid"
"Anxa3.2",6.58021762751141e-37,-0.568874572458256,0.808,0.513,1.8591088863008e-32,"FAPs (Adipogenic)","Anxa3"
"Atp6v0b",6.72855553376686e-37,-0.417165964383216,0.843,0.666,1.90101879495515e-32,"FAPs (Adipogenic)","Atp6v0b"
"Gpr133.2",1.59889119974924e-36,-0.705541929971367,0.348,0.376,4.51734730665152e-32,"FAPs (Adipogenic)","Gpr133"
"Nenf",1.72319052463088e-36,-0.264395648648469,0.975,0.893,4.86853018923961e-32,"FAPs (Adipogenic)","Nenf"
"Car8.2",3.61339318022364e-36,-0.403999341158329,0.046,0.121,1.02089197520859e-31,"FAPs (Adipogenic)","Car8"
"Ndufa6",6.93199919039958e-36,-0.430704498132838,0.899,0.727,1.95849773126359e-31,"FAPs (Adipogenic)","Ndufa6"
"Procr.2",1.51262909899669e-35,-1.17203044767883,0.334,0.364,4.27363099339536e-31,"FAPs (Adipogenic)","Procr"
"Pid1",1.39627157161977e-34,-0.496854116355803,0.213,0.273,3.94488607129732e-30,"FAPs (Adipogenic)","Pid1"
"C1qtnf1",4.95503841240478e-34,-0.330434032525831,0.129,0.205,1.39994700265672e-29,"FAPs (Adipogenic)","C1qtnf1"
"Aplp2",6.01956215899669e-34,-0.465954273661134,0.777,0.631,1.70070689678134e-29,"FAPs (Adipogenic)","Aplp2"
"Serinc1",9.51222941820563e-34,-0.392284675035524,0.876,0.687,2.68749017752564e-29,"FAPs (Adipogenic)","Serinc1"
"Ptgs2.2",1.27028881133129e-33,-0.286945838963057,0.511,0.323,3.5889469786543e-29,"FAPs (Adipogenic)","Ptgs2"
"Cped1.1",3.48582446237316e-33,-0.512878058468865,0.429,0.417,9.84849985354288e-29,"FAPs (Adipogenic)","Cped1"
